unitSeq	TurnSeq	Speaker	Text
1	1	F:	(.) 而且 我 發覺 啊 .
2	1	F:	(.) 現在 不是 都 有 很多 部落客 在 寫 [那種] —
3	2	M:	[嗯] .
4	1	F:	(.) 什麼 推薦 文 啊 ,
5	1	F:	(.) 什麼 的 .
6	3	F:	(.) 他們 那些 人 都 ,
7	3	F:	(...) 都 不約而同 會 同時 ,
8	3	F:	(...) 就是 大概 那 個 時間 都 推薦 同 一 間 店 .
9	4	M:	(.) mhm .
10	5	F:	(.) 就 大概 都 是 那些 店 同時間 [2找] 他們 ,
11	6	M:	[2對 啊] ,
12	5	F:	(...) 那 個 嗎 ?
13	6	M:	(...) 差不多 .
14	7	F:	(.) 可是 有人 會 因為 這樣 ,
15	7	F:	(.) 然後 就 真的 去 買 ,
16	7	F:	去 那 個 ,
17	8	M:	(.) 會 啊 .
18	8	M:	(...) 不然 為什麼 那些 部落客 那麼 紅 .
19	9	F:	(...) 好 —
20	9	F:	(.) 好 無聊 .
21	9	F:	(...) 可是 那 畢竟 ,
22	9	F:	(...) 不 是 真實 的 生活 ,
23	9	F:	(.) 真實 的 生活 根本 不 會 那麼樣 啊 .
24	10	M:	(...) mhm .
25	11	F:	(.) 我 不 是 跟 你 說 我 跟 小氣鬼 討論過 那 話題 .
26	11	F:	(.) 就 說 這些 部落客 到底 平常 都 在 幹 嘛 .
27	11	F:	(...) 有的 那 樣子 每天 出 —
28	11	F:	(.) 出去 吃 喝 玩 樂 .
29	11	F:	(...) uh 歐洲 的 遊記 也 可以 寫 .
30	11	F:	(...) 日本 的 也 能 寫 .
31	11	F:	(...) 然後 東南亞 的 也 寫 .
32	11	F:	(.) 台灣 的 也 寫 .
33	11	F:	(.) 所有 的 飯店 什麼 她們 都 住過 了 .
34	12	M:	(.) mhm .
35	13	F:	(.) 對 啊 .
36	13	F:	(...) 她 老公 不 知道 到底 在 幹 嘛 .
37	14	M:	(.) @
38	15	F:	(.) 或是 她 本身 到底 在 幹 嘛 .
39	16	M:	(...) 問號 .
40	17	F:	(.) 都 不用 賺錢 ,
41	17	F:	都 不用 生活 了 .
42	17	F:	(.) 也 都 不用 那 個 嗎 .
43	18	M:	(.) 沒有 [啊] .
44	19	F:	[都] 沒有 現實 的 考量 嗎 ?
45	20	M:	(.) 偶爾 一定 都 會 有 這 種 人 啦 .
46	20	M:	(...) 可是 那 不 代表 ,
47	20	M:	(...) 大多數 的 人 .
48	20	M:	(...) 對 啊 .
49	21	F:	(...) 可是 應該 也 不 會 去 羨慕 才 對 啊 .
50	22	M:	(...) 妳 看起來 很 羨慕 @@ ,
51	23	F:	(...) 可是 那 ,
52	23	F:	(.) 我 覺得 實際 上 ,
53	23	F:	(.) 應該 不 會 是 這樣 .
54	24	M:	(.) 沒有 啊 ,
55	24	M:	(.) 妳 自己 ,
56	24	M:	(.) 現在 沒辦法 那樣 ,
57	24	M:	(.) 所以 妳 會 很 羨慕 .
58	25	F:	(.) 是 這樣 嗎 .
59	26	M:	(.) 可是 妳 自己 是 那 樣子 的 時候 妳 就 覺得 沒有 什麼 .
60	27	F:	(...) mhm .
61	28	M:	(...) 譬如 說 什麼 ,
62	28	M:	(.) 我們 去 —
63	28	M:	(.) 去 義大利 那 領隊 .
64	28	M:	(...) 去 義大利 已經 去 到 爛掉 了 .
65	29	F:	(.) 對 啊 .
66	29	F:	(.) 什麼 地方 對 他 來說 [2都 覺得 一 樣] .
67	30	M:	[2對 啊] ,
68	30	M:	(...) 跑來跑去 那 —
69	30	M:	(.) 對 他 來說 都 沒有 什麼 .
70	30	M:	(.) 還 重遊 義大利 <L3 lei L3> .
71	31	F:	(.) @@@
72	32	M:	(.) 他 可能 想到 都 已經 ,
73	32	M:	(.) 喔 .
74	32	M:	(.) 下次 來到 這裡 的 時候 然後 要 講 什麼 幹嘛 嗯嗯 .
75	32	M:	(.) [稿子 都 背 得 一清二楚] .
76	33	F:	[沒有 你 看 .
77	33	F:	(.) 對 他 來說] 那 是 他 的 工作 .
78	34	M:	(.) 對 啊 .
79	35	F:	(.) 然後 例行性 的 就是 ,
80	36	M:	(...) [2對 啊] .
81	37	F:	[2就是 這樣子] .
82	37	F:	(...) 他 可能 今天 到 這裡 .
83	37	F:	(...) 就 講 這樣 的 話 .
84	37	F:	(...) 到 這邊 ,
85	37	F:	(.) 就 [換 這樣 介紹] .
86	38	M:	[對 啊] .
87	37	F:	(.) 對 他 來說 沒有 特別 的 .
88	37	F:	(...) 那 個 ,
89	39	F:	(...) 可是 我們 (.) 去 的 時候 會 覺得 每 一 個 地方 ,
90	39	F:	都 好 驚[奇] .
91	40	M:	[都] 很 驚奇 啊 .
92	41	F:	(.) 然後 都 好好 那 個 喔 .
93	41	F:	(.) 好好 玩 喔 .
94	42	M:	(...) 你 看 所以 你 看 同樣 的 行為 .
95	42	M:	(...) 就是 去 義大利 .
96	42	M:	(...) 去 義大利 .
97	42	M:	(.) 然後 可是 對 ,
98	42	M:	(...) 我們 ,
99	42	M:	(.) 對 他 ,
100	42	M:	(...) 不同 的 意義 .
101	43	F:	(.) 對 啊 .
102	44	M:	(.) 然後 差 很 多 .
103	45	F:	(...) 不過 出 ,
104	45	F:	(.) 出去 總 是 增廣見聞 .
105	46	M:	(...) mhm .
106	47	F:	(.) 也 還 不錯 .
107	48	M:	(.) mhm .
108	48	M:	(...) ei ?
109	48	M:	那 時候 去 義大利 那 時候 ,
110	48	M:	他 那 什麼 .
111	48	M:	(...) 領隊 那 叫 我們 要 防 ,
112	48	M:	那 個 ,
113	48	M:	(...) 那 個 是 什麼 人 .
114	48	M:	(...) 他們 叫 —
115	48	M:	(.) 講 那些 黑人 是 什麼 人 .
116	49	F:	(.) 吉普賽 .
117	50	M:	(.) 啊 對 對 對 ,
118	50	M:	[(...) 吉普賽] .
119	51	F:	[唉 呦 什麼人 還 不是 都 一樣] .
120	51	F:	(...) 我 那天 真的 做 那 個 夢 啊 .
121	51	F:	(.) 我 真的 覺得 超 好笑 的 .
122	51	F:	(.) 夢見 我們 全家 要 去 西班牙 .
123	51	F:	(...) 然後 呢 ,
124	51	F:	(...) 十一 點 的 飛機 ,
125	51	F:	(.) 然後 八 點 的 時候 ,
126	51	F:	(...) 我 還 在 跟 我 妹 在 那 邊 爭 ,
127	51	F:	(.) 誰 要 哪 一 個 旅行箱 .
128	51	F:	(...) 在 那邊 爭吵 不休 .
129	51	F:	(...) 然後 我 媽 居然 還 跟 我 說 ,
130	51	F:	你 快點 去 幫 Mi寶 綁 頭髮 .
131	52	M:	(...) 嗯 @ .
132	53	F:	(.) 然後 ,
133	53	F:	爸爸 也 都 還沒 準備 好 .
134	53	F:	(.) 然後 說 這樣 要 去 機場 .
135	54	M:	(.) 爸爸 還 沒 準備 好 是 比較 不 可能 .
136	55	F:	(.) @@@=
137	55	F:	(.) [ei .
138	55	F:	(.) ei] .
139	56	M:	[不過 你們 還 在 那 邊] ,
140	56	M:	(...) [2你們 還 在 那 邊 東吵西吵 這 是 非常 有 可能] .
141	57	F:	[2@@ @ =]
142	57	F:	(...) 然後 我 還 夢 到 我 媽 跟 我 說 ,
143	57	F:	ei 不 知道 我 去 洗 個 頭 來得及 嗎 .
144	58	M:	(...) @@
145	59	F:	(.) 然後 我 還 跟 她 說 ,
146	59	F:	十一 點 的 飛機 耶 .
147	59	F:	(.) 現在 要 出門 了 .
148	60	M:	(...) 然後 你 爸 就 爆炸 了 .
149	61	F:	(...) 沒有 是 我 爆炸 .
150	61	F:	(.) 後來 ,
151	61	F:	(.) 最後 結論 好像 是 ,
152	61	F:	(.) 我 突然 —
153	61	F:	(.) 我 就 知道 我 在 作夢 .
154	61	F:	(.) 然後 可是 ,
155	61	F:	(...) 夢裡 的 那 一 瞬間 就 覺得 ,
156	61	F:	(.) 天啊 .
157	61	F:	(...) 我 不 想 去 了 .
158	61	F:	(.) 我 不要 去 算了 .
159	61	F:	這樣子 .
160	61	F:	(.) 她 還 在 那邊 跟 我 爭說 飛機 是 十二 點 ,
161	61	F:	(.) 我 說 是 十一 點 .
162	61	F:	(.) 然後 就 一直 爭吵不休 .
163	62	M:	(.) @@[@@]
164	63	F:	[@@@=]
165	63	F:	然後 ,
166	63	F:	我 妹 還 一直 在 那 邊 跟 我 爭 那 個 粉紅色 的 旅行箱 .
167	63	F:	(.) 然後 行李 都 還 沒 收 這樣 .
168	63	F:	(...) 然後 說 這樣 要 去 西班牙 .
169	64	M:	(...) 有 .
170	64	M:	(...) 這 非常 有 你們 的 [2風格] .
171	65	F:	[2@]
172	65	F:	(.) 然後 帶 小孩 去 這樣子 怎麼 可能 .
173	66	M:	(...) @
174	67	F:	(...) 然後 我 還 夢 到 就是 ,
175	67	F:	(.) Mi寶 的 東西 我 什麼 也 都 還 沒 收 .
176	67	F:	(...) 尿布 也 都 沒帶 ,
177	67	F:	什麼 也 都 還 沒 用 ,
178	67	F:	那 樣子 .
179	68	M:	(.) uhm [@@] .
180	69	F:	[對 啊] .
181	69	F:	(...) 真是 個 怪夢 .
182	70	M:	(...) @@
183	71	F:	(...) 就 那 種 慌慌張張 那樣 .
184	71	F:	@@
185	72	M:	(...) 你 看 你們 平常 出門 多 會 拖 .
186	73	F:	(...) 也 還好 吧 .
187	73	F:	(...) 我 已經 算 家 裡 第 二 名 了 吧 .
188	74	M:	(...) 喔 .
189	75	F:	(.) 我 爸 之後 換 我 啦 .
190	76	M:	(.) huh
191	77	F:	(...) 我 之後 換 我 妹 .
192	78	M:	(...) mhm
193	79	F:	(...) 最 會 拖 的 大概 就是 媽媽 .
194	80	M:	(...) mhm .
195	81	F:	(...) @@
196	81	F:	(...) 你 動作 也 很 慢 啊 .
197	81	F:	(...) 你 笑 誰 啊 .
198	82	M:	(.) 我 哪 有 很 慢 .
199	83	F:	(.) 那 是 因為 你 不用 化妝 .
200	83	F:	(.) 你 不用 整理 東西 .
201	84	M:	(...) 我 動作 很 快 .
202	85	F:	(.) 我 就 想到 那天 .
203	85	F:	小舅媽 講 的 .
204	85	F:	(...) ei 你 知 不 知道 現在 幾點 了 .
205	85	F:	(.) 你 還 要 洗 衣服 .
206	85	F:	(.) 啊 你 還 要 整理 東西 .
207	85	F:	(.) 你 知 不 知道 我們 明天 幾點 要 出門 啊 .
208	85	F:	(...) 男人 就 只 會 講 這些 屁話 而已 .
209	86	M:	(...) mhm .
210	87	F:	(.) 然後 也 不 來 幫忙 .
211	87	F:	(...) 就 像 那 每次 ,
212	87	F:	(.) 禮拜六 晚上 的 時候 你 都 在 那 邊 趕 .
213	87	F:	(...) mhm ,
214	87	F:	(...) 你 好 了 沒 .
215	87	F:	(...) 現在 幾點 了 .
216	87	F:	(.) 現在 十 點 了 .
217	87	F:	(.) 現在 幾點 了 .
218	87	F:	(.) 你 知道 嗎 .
219	88	M:	(...) 唉 .
220	89	F:	(...) 還 敢 趕 我 .
221	89	F:	(...) 喔 .
222	90	M:	(...) mhm .
223	90	M:	(...) 那 是 真的 很 晚 了 ne .
224	90	M:	(...) 啊 我 可以 用 的 我 也 都 用 了 .
225	91	F:	(...) 你 沒 用 什麼 啊 ,
226	91	F:	你 用 什麼 .
227	91	F:	(.) 每次 [都 說 什麼] .
228	92	M:	[有 啊] .
229	93	F:	(.) 然後 回到 家還 會 highlight 我 就是 什麼 ,
230	93	F:	(...) ei .
231	93	F:	你 怎麼 沒帶 玩具 .
232	93	F:	(...) 應該 要 帶 個 玩具 回來 給 她 玩 .
233	93	F:	(...) 講 那 什麼 屁話 .
