Turn,Speaker,Utterance
1,F1:,..我是覺得
1,F1:,.. OK 啊
1,F1:,..因為他們
1,F1:,...年紀大所以要快一點
2,F2:,..我們隔壁也是啊
2,F2:,..有一個三個月了
3,F1:,...然後呢
4,F2:,..沒有
4,F2:,..很可愛
5,F1:,..你說小朋友嗎
6,F2:,..對
7,F1:,..我還以為有人[三個月]
8,F2:,[XX]我還(刪除)想邀他過來賞月呢
9,F1:,..那他有哭吧
10,F2:,..一定的啊
10,F2:,..平常[[那麼黏<L3阿媽 ((外婆)) L3>]]
11,F1:,[[如果你邀他來賞月]]
11,F1:,..他一定會哭吧
11,F1:,..因為他又不認識妳
12,F2:,..住在隔壁
12,F2:,..怎麼不認識
12,F2:,..大家是鄰居
12,F2:,..不要這麼見外
13,F1:,..um
13,F1:,..eh
13,F1:,..那如果
13,F1:,..不常來呢
14,F2:,..說實在
14,F2:,..我也不常在家[@@@]
15,F1:,[@@@]
15,F1:,..對啊
15,F1:,..所以我覺得還好
16,F2:,..平常<L3阿媽 ((外婆)) L3>帶
16,F2:,..比較乖
16,F2:,..那天<L3阿媽 ((外婆)) L3>走了之後
16,F2:,..去溪頭玩
16,F2:,..就
16,F2:,...[[哭得]]
17,F1:,[[溪頭]]喔
17,F1:,..[[[是去]]]洗頭
17,F1:,..還是去溪頭
18,F2:,[[[哭得]]]去溪頭玩啦
18,F2:,..去洗頭
18,F2:,..去溪頭玩
19,F1:,..喔
20,F2:,..對
21,F1:,..eh
21,F1:,..我那天怎麼聽成洗[洗頭]
22,F2:,[不是洗頭]
22,F2:,..是去溪頭玩
22,F2:,..結果<L3阿媽 ((外婆)) L3>
22,F2:,..結果那小孩就一直哭
23,F1:,..對啊
23,F1:,..我一直以為是洗頭
23,F1:,..我想說[[奇怪
23,F1:,..怎麼洗個頭需要]]哭成那樣
24,F2:,[[不是
24,F2:,...不是]]
24,F2:,..不是不是不是
24,F2:,...是溪頭
25,F1:,..@@@還好啦
25,F1:,..那
26,F2:,..um
27,F1:,..就
27,F1:,...沒甚麼
27,F1:,...就
27,F1:,..你昨天跟我講說
27,F1:,..那個
27,F1:,...小叮噹的磁鐵還缺甚麼
27,F1:,.. Cambodia
28,F2:,..喔
28,F2:,..不是
28,F2:,.. Cambodia我有了
28,F2:,..我還多呢
29,F1:,..要不然呢
30,F2:,..我
30,F2:,..缺很多耶
30,F2:,...缺埃及的啦
30,F2:,...[除了]埃及
30,F2:,..你那邊還有甚麼
31,F1:,[埃及] 
31,F1:,...你
31,F1:,..你要講啊
31,F1:,..因為
32,F2:,...埃及的
32,F2:,...還有
32,F2:,...有墨西哥嗎
33,F1:,...墨西哥
33,F1:,..有吧
33,F1:,..有
33,F1:,..埃及[[應該也有]]
34,F2:,[[<X埃及我就沒有X>]]
34,F2:,..我
34,F2:,..我在家裡的有兩個台灣的
35,F1:,..um
36,F2:,..然後
36,F2:,..有俄羅斯
36,F2:,..有
36,F2:,...澳洲
36,F2:,..巴西
37,F1:,...就一個一個嘛
38,F2:,..對
38,F2:,..都一個一個
38,F2:,..秘魯
38,F2:,..然後智利也有
38,F2:,...其實我還蠻多沒有的啦
38,F2:,..[甚麼春]夏秋冬
38,F2:,..甚麼特別版
38,F2:,..那個我都沒有
39,F1:,[我也是啊] 
39,F1:,..如果沒有
39,F1:,..再跟別人<L3 A L3>啊
40,F2:,..跟他小四的要啊
40,F2:,..[[他們]]就是
41,F1:,[[他們]]春夏秋冬那種就比較少
41,F1:,..就是那種
41,F1:,..隱藏版
42,F2:,..沒關係
42,F2:,..我先把那個
42,F2:,..國家的收齊
43,F1:,..可是很多都
43,F1:,...像
43,F1:,..我就覺得很奇怪
43,F1:,...俄羅斯
43,F1:,..我就沒有看到它有重複的
43,F1:,...舉例啦
43,F1:,..然後
43,F1:,..有一些還有
44,F2:,..有啊
44,F2:,..我上次還
44,F2:,...eh
44,F2:,..你那裡有俄羅斯嗎
44,F2:,..[我這邊好像]還有多一個
45,F1:,[沒有啊] 
45,F1:,..沒有啊
45,F1:,..就是
45,F1:,..沒有重複的啊
45,F1:,..上次周魁怡
45,F1:,..我給她一個小叮鈴
45,F1:,...[[就是她]]
45,F1:,..就是那小四他們家
46,F2:,[[喔喔]]
46,F2:,..人物版那個嗎
47,F1:,..對啊
48,F2:,..我回去幫你找找看
48,F2:,..我記得我那邊好像[還有很多這種的]
49,F1:,[因為他]
49,F1:,..收集到那個
49,F1:,...就是
49,F1:,..他說
49,F1:,..他有去買那個版子啊
50,F2:,..um
51,F1:,..你有看過吧
51,F1:,..那種版子
51,F1:,..打開的那一種
52,F2:,..um
53,F1:,..然後就
53,F1:,..喔他很早就收集好了
54,F2:,..你不是說
54,F2:,..你是說小四的嗎
55,F1:,..um
56,F2:,...然後他收集好了
57,F1:,..很早就
58,F2:,..他怎麼收集到的
