Turn,Speaker,Utterance
1,F:,以前..給小孩子玩
2,M:,.. <L3恁..恁((你..你)) L3>小時候..<L3毋是講…((不是說...))L3>讀國小<L3是毋是攏足耍彼个啥米((是不是都要玩那個什麼)) L3>…沙包<L3有無...啊..紩甲像肉粽按呢咧耍((有沒有...啊...很像肉粽那樣玩))L3>..你們那時候會玩這個嗎
3,F:,..不太會玩.
4,M:,..有沒有玩過[啦]
5,F:,[有]..有
6,M:,..也是[[有玩嘛]]
7,F:,[[自]]己縫
8,M:,..自己縫…<L3啊按怎耍han ((是要怎麼玩啊)) L3>
9,F:,..啊..就五個啊
10,M:,..五個
11,F:,..五個ho
12,M:,..he
13,F:,..它有..它好像有順序..先是…這樣..ei..全部在手上..然後全部都在要上面..不能掉下來喔…ho
14,M:,..五個全[部在手上]
15,F:,[在上面]…[[he]]
16,M:,[[然後]]翻面[之後全部要在手上]
17,F:,[翻了全部都要在上面]
18,M:,…<L3按呢哪有可[[能]] ((這樣怎麼有可能)) L3>
19,F:,[[然]]..有
20,M:,..[hio]
21,F:,[然後]..所以你要疊得很好..然後一次過來…然後有人很厲害的..有辦法一丟是..一..二..三..四五
22,M:,…＜L3啥意思((什麼意思)) L3>…一次抓一個[[喔]]
23,F:,[[五]]…五個全部丟上去
24,M:,..um
25,F:,..ho…五個丟上去之後…開始抓..一…二..分別五次抓起來
26,M:,..哦
27,F:,..手都沒有…手..手空的開始就..一..二..三四五..那是很厲害..我們沒有辦法
28,M:,..一次抓一個
29,F:,..he..[一..二..沒有沒有..沒有抓]
30,M:,[一次抓完就是手上五個]
31,F:,…一..然後二…這個還在上面..那個這個還在上面..就一..二..三..四..五
32,M:,..um
33,F:,..沙包沒有很大啊
34,M:,..he啊…啊就五個…[[抓了五個]]
35,F:,[[全部把它抓起來]]..那個就是…他贏了
36,M:,.. <L3按呢喔((這樣喔))L3>
37,F:,..我們不會
38,M:,..嗯…啊我..我看..有的是說..[ei]
39,F:,[啊]很多啦…那什麼花樣[[都嘛有]]
40,M:,[[什麼]]
41,F:,..我記得是..這個..有人很厲害..是這樣..要有辦法這樣子
42,M:,..排五個…然後第一個
43,F:,..哦..然後什麼抓..什麼的hio
44,M:,..第一個…拿起來
45,F:,..然後那個丟下去..再[抓一個]
46,M:,[然]後往上的時候…他…放在這裡..再抓第二個
47,F:,..hum
48,M:,..然後再往上…然後再丟在這裡
49,F:,..有啊..那很多種[[花樣啊]]
50,M:,[[然後]]再抓三個…<L3啊就是講L3>..你要…<L3抌起裡的時陣L3>..你抓..抓的時候是不是在這邊
