Turn,Speaker,Utterance
1,F1:,反正就我覺得..喔就..現在小學生程度差...真的很誇張我教的那個...我教的那個小五..跟我上次...上次.. 教到的[那個小五]
2,F2:,[對對那個]那個
3,F1:,..一樣喔...我那個學生是..他學那個何嘉仁已經那個...程度太高了..他跟不上..才請家教...我上次去那個瑛如他們那個是…那個課本太難..他完全看不懂..他連<L2 you I L2>都看不懂..然後我那個學生是..課本太簡單了..瞄兩下..單字背一下就好..那我們先把這簡單的課本放到旁邊去..我們來看何嘉仁..是這樣子耶..差好多喔…然後看了有點心酸吶...[[可那沒辦法]]
4,F2:,[[可那沒辦]]…...沒辦法
5,F1:,…對呀..因為這並不是...老師..有時候我覺得老師其實..能做的
6,F2:,...而且[一個禮拜]才一次耶
7,F1:,[大概有]
8,F2:,..[[一次]]
9,F1:,[[一個禮拜]]一次真的很少..[[[家教都]]] [沒那麼少]
10,F2:,[[[而且一次]]]
11,F3:,[還好啦]一次其實...你有..你有重點要教他什麼[[的話]]
12,F1:,[[教]]技巧...[[[技巧類的]]]
13,F2:,[[[像我覺得]]]也有一個很重要是他們要肯學呀..像我..上次你有看到我教[那個]..他根本就無心學
14,F1:,[喔]
15,F1:,…對啊
16,F2:,..我還教他音標然後他不想學音標那我就..試著從..譬如說 SHE不是有一個叫 E嗎
17,F1:,..[@@@]
18,F2:,[你想知道]它要怎麼拼嗎..它怎麼拼..那怎麼發音你想知道嗎...或 H怎麼發音
19,F3:,....可能他不知…..他又不喜歡她們
20,F2:,…就還有5566啊 ..孫他..居然真的..國中生真的有喜歡5566的欸
21,F1:,..真的有
22,F2:,...我很訝異
23,F3:,..可[是]
24,F1:,[還有]
25,F1:,..明
26,F3:,..其實不喜歡學習的..不能..不喜歡學英文的人多半不喜歡學 KK音標你知道嗎
27,F1:,..對啊
28,F3:,...它太抽象了..英文都很抽象了你要他學一個更抽象的
29,F2:,..但是
30,F3:,..他[當然不行]
31,F2:,[可是那個東西]有點像注音符號..如果你注音符號可以的話
32,F3:,..那你有這樣子跟他說嗎
33,F2:,..有
34,F3:,…那如果他還是不喜歡學..那表示對他而言那也是太抽象了...他還要重新再學一套符號欸
35,F2:,..我覺得多半是懶欸..說真…[就剛開始]
36,F1:,[就有點放]棄自己啦
37,F2:,..對對對[[有可能]]
38,F1:,[[有一點]]
39,F1:,..多少有一點
40,F3:,...他懶是本來就是這樣子了..問題是..就是..如果你覺得時間太少的話..那目..那個目[標你可以]放在讓他比較喜歡英文就好了
41,F2:,[就沒辦法呀]
42,F2:,..喔
43,F3:,..不要放在說他可以..很會很會背呀..考試考很好啊什麼的..我覺得那個..目標不要放太遠..[[你也比較有成就感]]
44,F1:,[[除非你有辦法]]一對一
45,F1:,..因為你現在有點像一對多啊
46,F2:,..但其實我覺得一對一的話我以以前可以但現在不行..你知道為什麼嗎
47,F1:,..為什麼
48,F2:,..因為我現在有牙套我不想要太..不太想要講太多話
49,F1:,..@@[那你就]
50,F2:,[會磨]..會磨破我的嘴皮呀
51,F1:,…可是你對多..更難教耶..你怎麼會覺得這樣子..[[比較<X輕鬆X>講話]]
52,F2:,[[沒有..我說一對一]]是指..就是..每個人一對一
53,F1:,...喔
54,F2:,..就是那個..小小班..然後拆成每個一對一那這樣XXX..講話講到那個欸…反正就是去帶..然後有時候就覺得..han..不知道要怎麼帶才好..你應該可以了解那個..感覺吧
55,F1:,..了解可是..你說的那個男生他是真的不想學耶
56,F2:,..對..[你看得出來對不對]
57,F1:,[我覺得真的有這種感覺]..對呀...我[[倒我倒是覺得]]
58,F2:,[[而且還一直打擾]]別人
59,F1:,..我倒覺得你先把..時間花在那兩個..比較想學的女生比較...對他們也比較公平啦說實在的
60,F2:,..um-um
61,F1:,..因為我..我其實
62,F3:,..老師很容易為了[一個X學生放棄XX]
63,F1:,[對..我以前]教安親班也..我覺得我犯了跟你一樣的錯誤..就是...先去管那個不想學的..其實不對..你要先管想學的
64,F2:,..可是那[[不想學的]]
65,F1:,[[然後你有剩餘]]的時間
66,F2:,..可是他不想學的會影響其他..所以要先...那個啊
67,F1:,..說實在他才一個人..而且..那才三個人吶
68,F2:,..沒有我是說他會..像如果說你以前..像你像..你以前帶的安親班..然後如果有一個一直吵大家..然後你一定要管他..要不然他就一直..騷擾大家所以大家都不想學..但他想要引起大家注意啊…應該都會有這種情況吧
69,F1:,..會啊..可是..我會覺得說你應該要先好好跟他講..然後可能先給他一個… s- 小小的作業什麼
70,F2:,..就是讓他安..總之[讓他安靜]
71,F1:,[對啊]..總是先讓他安靜一下..然後先...把時間花在其他人..他也許..你講一講..他聽到他覺得..好像..TSK
72,F2:,..很無趣[[是]]不是
73,F1:,[[有]]
74,F1:,..蠻有用的..就你可能講一些什麼東西他可能覺得蠻有用他也..搞不好他也會聽一下..因為他真的沒有別的事可以做啊
75,F2:,..um
76,F3:,…可以私底下找他來啊..跟他說..你期望大概那個..表現是什麼樣子..對他嚴肅一點...也有..也有小孩子是認為你不是正規的老師..正好..就是..平常的老師很兇他不敢..現在[正好來了一個]
77,F2:,[喔]
78,F3:,..這個[[老師]]
79,F2:,[[也是]]有可能啦..但是我對他們其實蠻兇的欸..她看得到啊@@
80,F1:,…可是其實..還是看得出來是…就[怎麼說]
81,F2:,[可是]真的不是那個老師就對了
82,F1:,…不是真正的老師啦..以前我..家教學生跟我講了一句..我覺得講的非常好的話...他說…那個..菜鳥老師我們都知道...他意思就是說學生都知道..他看得出來呀
83,F3:,..當然[[看得]]出來啊
84,F1:,[[不管]]
85,F1:,..你..你覺得你再怎麼兇..說實在對他們來說..你還是菜鳥
86,F3:,..你越兇他覺得你越菜..因[為沒有自信才這麼兇]
87,F1:,[對啊...因為]
88,F1:,..因為從..我會覺得說是學校裡面的老師其實他...不怒..不怒自[[威]]
89,F2:,[[而威]]
90,F3:,..[真的]
91,F1:,[對]
92,F3:,..[[真的]]
93,F1:,[[真的]]
94,F2:,..欸可是我覺得沒辦法像這種東西..譬如說像這種課輔..義務課輔你..能夠..期望你自己像那種不怒而威的正規老師..不可[能啊]
95,F3:,[不可]能啊
96,F2:,..不能[[這樣期待啊]]
97,F3:,[[所以你才要用]]另外一個方式啊
98,F2:,…[譬如說]
