Turn,Speaker,Utterence
1,F1:,..是嗎..什麼的...可是他後來就..就是也是會連名帶姓的叫...就是後來到最後他都會..就是幾乎都是連名帶姓的叫..或是..就是..就是交雜的隨著他的情緒起伏而變化這樣
2,F2:,...OK
3,F1:,..對呀..怎麼樣..你有什麼意見嗎
4,F2:,..沒有啊..我只是想要知道而已
5,F1:,...嗯...喔..這樣子喔..沒有什麼啊..沒有什麼..沒有什麼…你有蛀牙
6,F2:,..有啊...有吧...我有補過很多次耶
7,F1:,..好不用看..不用看..我不忍看
8,F2:,..@
9,F1:,..好[噁喔]
10,F2:,[你沒有蛀牙]喔
11,F1:,..我沒有蛀牙..我從來沒有蛀牙過
12,F2:,..你也沒..沒去看過牙醫喔
13,F1:,..有啊..我去洗過一次牙齒..就這樣..然後拔..拔智齒
14,F2:,..我知道..因為你不喜歡吃甜的
15,F1:,...hm ...是嗎..不是不只吃甜的[[會那個]]
16,F2:,[[有差吧]]
17,F1:,..不只吃甜的會腐蝕牙齒吧
18,F2:,..可是我覺得吃甜的就很會...糖果那類的..甜的...咻嗚..[糖果]
19,F1:,[好像說]不容易蛀牙的人..他的唾液就會分泌一種..就是本來就會分泌一種不容易蛀牙..讓我..我的牙齒不容易蛀牙的東西
20,F2:,..喔..是喔
21,F1:,..嗯..我覺得我是那樣子..所以我就會
22,F2:,...欸[[你是雙眼]]皮耶
23,F1:,[[比較]]...你現在才發現..你到底是不是我朋友啊
24,F2:,..那怎麼還這麼小啊
25,F1:,...ha...會嗎..應該是因為戴眼鏡的關係吧..還是很小嗎..[糟糕]
26,F2:,[嗯]..沒有差很多耶
27,F1:,…那又怎麼樣
28,F2:,..也不會很小啦
29,F1:,..那又怎麼樣..就是標準size 嘛..[只是你的眼睛太大好不好..是你的眼睛太大..是你的眼睛太大]
30,F2:,[而且你的雙眼皮..而且你的雙眼皮很..很]明顯耶
31,F1:,是你眼皮太大..是你眼睛太大..[[就是這樣子]]
32,F2:,[[就眼皮太]]大的意思嗎..[眼睛太大@]
33,F1:,[不是..是你的眼睛太大了]
34,F2:,...其實也還好
35,F1:,...她眼睛算大吧...對呀..你看吧..你那...你那[[隱形眼鏡]]根本不用張開
36,F2:,[[可]]
37,F1:,..你就這樣啪啪..這樣進去就好了..我可是還要就是很努力的把它撐開..[然後再塞進去]
38,F2:,[欸]..說到這個..去澎湖的時候..是誰在那邊..就是在那邊..dododododo..do..do..do 了半個小時啊
39,F1:,..我跟你說..我覺得我真是賤命..那個太好的..太好的..那個隱形眼鏡我戴下去會痛...[[然後]]
40,F2:,[[妳說太貴]]的嗎
41,F1:,..對..然後..然後我那天就是..打比賽之前..我就是..匆匆忙忙的跑去眼鏡部買了...一百二十五塊十片的..那個..隱形眼鏡..<L3 tuahotkhuae L3>..就是戴進去..一點異異..異物感都不會有..然後就是很舒服
42,F2:,..那妳就是只能戴這個的命啊
43,F1:,..就是賤命啊
44,F2:,..真的..人家四五百塊你就是戴不上去..妳就只能戴一百塊的
45,F1:,..對呀..氣死[我]
46,F2:,[這樣也]還好啦..反正它..你就戴舒服就好..有時候是因為那個..就是
47,F1:,... [[<L3 an-tsuann L3>]]
48,F2:,[[叫做什麼]]..就是那個..曲度..那叫曲度嗎...曲線
49,F1:,..弧..[弧度]
50,F2:,[對對對對對]
51,F1:,..[[hon..我是在跟一個外國人講話喔..hoho..你哪裡來交換的]]
52,F2:,[[就是那個隱形眼鏡那個 @@弧度]]
53,F1:,..[中文講得不錯啊]
54,F2:,[@ 很順吧]
55,F1:,..哼...就是這樣
56,F2:,...好吧
57,F1:,...你都帶多少錢的
58,F2:,...欸..我..我都把...雙週拋戴月..戴成月..戴到月拋啊
59,F1:,..眼睛會爛掉吧
60,F2:,..還好啦
61,F1:,...其實
62,F2:,..可是我也都用很便宜的..我也是用很便宜..我都用五百塊...兩百五十塊六片的...[雙週拋的]
63,F1:,[ha還雙]週拋喔...好便宜喔
64,F2:,..對呀
65,F1:,..一天也不過三塊錢啦
66,F2:,..@@
67,F1:,..這種..便宜貨你也戴的下去
68,F2:,..可是我覺得還..不會很不舒服啊..跟..我覺得戴..嬌生有比較舒服啦..可是其他就覺得還好
69,F1:,...是喔..我自己都[[戴博士倫]]
70,F2:,[[而且我也很想要]]去做雷射..雖然大家都說雷射不好
71,F1:,..做雷射的醫師每個人都戴著眼鏡啊..你有發現嗎
72,F2:,..有啊..他們說要等到做雷射的醫生都已經做雷射..你才可以去做雷射
73,F1:,..對呀
74,F2:,..欸..這樣如果我這樣抓癢時不是會錄進去呀
75,F1:,...你要問他囉
76,F2:,...我都已經抓了
77,F1:,...還好我抓癢的地方在手上
78,F2:,...好吧
79,F1:,...其實我有點餓無感耶...你想等一下要吃什麼好呢
80,F2:,...這附近有s- ..欸..你覺得你在政大住了這麼多年..你的第一名店家是什麼啊
81,F1:,...殺人魔王
82,F2:,..殺人魔王
83,F1:,..ha..因為它很好吃又很便宜又很大碗呀
84,F2:,...可是我覺得是越南小館耶
85,F1:,..越南菜也不錯..可是它每次的配菜都有我不喜歡吃的[東西]
86,F2:,[那是因為]你不喜歡的配菜太多了吧..它每次的配菜都很棒啊..什麼
87,F1:,...喔..他們家的東西算蠻好吃的啦
88,F2:,..而且又很..[也很大啊]
89,F1:,[因為你]害我好想要吃越南菜喔..等一下我想要去吃雞排飯..怎麼樣啊...好
90,F2:,...它的雞腿飯也很好吃耶..[[而且雞排]]
91,F1:,[[雞腿太貴了]]
92,F2:,..雞排很大..[才差五塊而已]
93,F1:,[對..雞排很大]...喔..是喔
94,F2:,..雞pa-..雞腿飯是七十五啊
95,F1:,...那雞排飯是七十塊[喔]
96,F2:,[七]十
97,F1:,..ha
98,F2:,..我覺得去吃那個...你還沒好喔
99,F1:,…嗯
100,F2:,..已經很久了耶
101,F1:,..他那天還問我說你有沒有去看醫生耶
102,F2:,..對呀
103,F1:,..他[現在怎麼樣]
104,F2:,[等一下你是]喜孜孜個屁呀..這是正常人都會[[問]]好不好
105,F1:,[[@]]
106,F2:,..[我下一句就是要問你]
107,F1:,[喔 @@@]..不一[[樣啦]]
108,F2:,[[正常人看到你]]咳嗽都會..你有去看醫生嗎
109,F1:,..ha
110,F2:,...欸..[我要說什麼啊]
111,F1:,[你不能讓我開心一]下嗎
112,F2:,..好啦..可以...啊你最近還有去吃...烤場或是...派克嗎
113,F1:,...烤場..每次都要很多人排隊..<L3 bue hian be L3>...就是..太..我我我
114,F2:,..[[太久了]]
115,F1:,[[我不]]喜歡等待...對
116,F2:,..好吧
117,F1:,...而且我在想我是不是應該去看個[醫生]
118,F2:,[欸你可以]坐正一點嗎
119,F1:,..@喔因為這樣坐有點累
120,F2:,..而且你..你已經就是快s-龜縮到 [[就是背對了]]
121,F1:,[[@=]]喔嗚..你管我
122,F2:,...好啦..好啦..那除了殺人魔王還有什麼...說不出來囉
123,F1:,..啊..港味食堂的便當也很好吃..[你有]去吃過嗎
124,F2:,[真]
125,F1:,..非常棒..優秀..尤其是它的梅干扣肉真是好吃...真的..你一定要去吃吃看..他的便當很好吃
126,F2:,...真的喔
127,F1:,...而且它就是可以選菜呀…就跟自助餐一樣..可是它看起來[比香香乾淨多倍]
128,F2:,[像阿姨的自助]餐那樣嗎
129,F1:,..對..像阿姨的自助餐一樣
130,F2:,..喔
131,F1:,..就山上阿姨那個自助餐一樣..很好吃..然後它的那個...和你推薦梅干扣肉..因為我覺得梅干扣肉真的太好吃了..從來沒有吃過這麼好吃的梅干扣肉...對..可以去吃..我有一陣子常常去買它的便當..因為它的便當是唯一在下午兩三點還有開著的便當
132,F2:,..喔..你為什麼兩三點才吃便當
133,F1:,...因為我都是...早餐..吃很多..然後中午就不會餓..然後就到下午才開始吃..晚上再吃一遍這樣子..或者是中午就乾脆不吃..然後就是..四點多五點左右..就去買便當...然後就變一天就只有吃兩餐..然後晚餐不吃...這樣..晚餐不吃沒有關係呀..重點是早餐跟午餐要吃
134,F2:,...米蘭達應該要像你學習才是
135,F1:,...他沒有辦法啦...你知道...欸..那天我們去吃飯的時候..南瓜不是說吃就是在享受人生嗎
136,F2:,..嗯
137,F1:,..你不覺得他已經愜意的在享受人生嗎
138,F2:,..@@@你說米蘭達嗎
139,F1:,..嗯..對呀...這樣不是很好嗎
