Turn,Speaker,Utterance
1,F1:,..對啊..你們可以去苗栗玩耶…反正不太遠
2,F2:,..我覺得要先去鶯歌
3,F1:,..對呀..我也覺得
4,F2:,@@@
5,F1:,..你之前都住在哪裡
6,F2:,..我之前喔..住在...各地@@@=...就我很難說我熟哪個地方
7,F1:,..[um]
8,F2:,[因為]…就桃園住最久啊..但是就是小時候..就..到高中以前都住桃園..可是我對桃園其實也不會很熟
9,F1:,..我也是..我對高雄也不熟.不知道[[為什麼]]
10,F2:,[[對啊]]..我高中以前好像都..都沒有在生活耶
11,F1:,…你應該是念大學的地方會最熟
12,F2:,..對…比較熟..嘉義
13,F1:,..結果你住在好山好水@好無聊的地方@@@=就我的印象
14,F2:,..還好吧..我們那邊很漂亮耶..有沒有去過中正大學
15,F1:,..um…我就去考插大啊
16,F2:,..um..妳本來就想考中正嗎
17,F1:,..插大的原則就是能考都去考@@..因為機率太低..所以幾乎都會考..然後時間沒有..沒有衝到…我就都會去..但是最後還是沒有
18,F2:,..um..啊你本來想念中正喔
19,F1:,..還好我沒有考上中正
20,F2:,..為什麼
21,F1:,..考不上@@
22,F2:,..不會啦
23,F1:,..那後來..後來就考上中興啊..中興比較在市區
24,F2:,..我們三不五時就可以去阿里山…@@也沒有三不五時..騎車要三個小時@@@=
25,F1:,..那也是@@@=阿里山我也去過好幾次..不用..不用念中正@也可以去阿里山@
26,F2:,..不過我們就在山腳下
27,F1:,..我們三不五時就可以騎到那個耶…溪頭啊..然後…因為台中也是啊…太平啊..然後我們團練也在山上
28,F2:,..團練
29,F1:,..對對對..就國樂團的團練都會在山上..也是三不五時就可以@爬山上@
30,F2:,..你們會去..山上團練喔
31,F1:,..寒訓的時候..就是一年級就會參加寒訓嘛..寒訓就會在山上一個廟..那個時候921[..921之前]
32,F2:,[..在山上一個廟]
33,F1:,..對對對
34,F2:,..團練..這樣
35,F1:,…那邊有溫泉..反正就是在廟..住在廟裡面..因為比較便宜吧我也不知道為什麼..反正就是…那個..我們社團的慣例好像就是每年都是在那裡辦
36,F2:,..廟還是寺..廟聽起來就只有..這麼大喔..寺
37,F1:,..我忘記那叫什麼[寺]
38,F2:,[應該]是什麼什麼寺吧
39,F1:,..反正裡面有那個啊..有給香客住的地方[..我們就]住在裡面
