Turn,Speaker,Utterence
1,F1:,頂多[七]八個喔…我那天工作裡面有十二十三個ei
2,F2:,[um]
3,F1:,…就是沒有多多少好不好..但是至少它比平常多變十位數讓我覺得…咦..我
4,F2:,..是有人..瘋狂點嗎@[[@@@]]
5,F1:,[[是不是大家看到]]XXX就太好奇了就點…點進來看啊
6,F2:,..沒有..其實是因為有人點了八次吧
7,F1:,..神[經病啊]
8,F2:,[@@]自己在那邊一直按一直按
9,F1:,..哪會..不會吧
10,F2:,..你感覺自己要衝人氣<X知道嗎X>
11,F1:,..自己應該..不[[算吧]]
12,F2:,[[你就不要用]]
13,F2:,..你就不要用自己的那個登入啊
14,F1:,..喔
15,F2:,..[就用]
16,F1:,[不要]那樣好空虛喔
17,F2:,..可能你沒點
18,F1:,..我要自己點到一百萬嗎...為了要達到一百萬
19,F2:,..[[@@]]
20,F1:,[[不擇]]手段
21,F2:,…對啊我常常在看那個汪..那個彎彎的喔
22,F1:,..um
23,F2:,..um...六千萬耶
24,F1:,...因為他自己會畫那個圖吧..所[以我要]去下那個圖啊..我才不要le
25,F2:,[來吧]
26,F2:,...你來[[創造個什麼]]
27,F1:,[[我一定沒有辦]]法..我怎麼畫都沒有像他那麼可愛啊
28,F2:,..你要來一個什麼頭呢[@@@@@]
29,F1:,[@@@@@]不知道ei
30,F2:,..來個桃花頭吧
31,F1:,..什麼[[桃花]]頭啊…我決定要走那個..決定要往網路界發展哇
32,F2:,[[@@]]
33,F2:,…來個桃花頭吧
34,F1:,..想太多..想太多
35,F2:,..而且我現在..那個他那個..不是有那個什麼..那個招桃花什麼鬼的嗎
36,F1:,..um
37,F2:,..那天看到他隱藏版ei
38,F1:,..有啊我知道..[超級有錢]
39,F2:,[好可愛啊]
40,F1:,..會嗎..我覺得很醜ei
41,F2:,..貴[[婦]]
42,F1:,[[然後]]
43,F1:,…他不是有..身上不知道哪裡有一顆鑽石吧..就是網拍上有人在賣啊..[[[他說]]]
44,F2:,[[[um]]]
45,F1:,..那顆是施華洛世奇的ei..屁啦..我才不相信施..華那什麼..學生放一個[施華洛世奇在上面]
46,F2:,[可..可..看起來好貴]氣喔..我喜[[歡]]
47,F1:,[[可]]我覺得紫色好醜喔..還戴墨鏡吧
48,F2:,...我喜歡
49,F1:,..現在還有在送嗎
50,F2:,...沒了吧
51,F1:,..沒啦..你去網路上競標..不過那至少賣一百五十[塊吧]
52,F2:,[我不]想啊
53,F1:,..好爛喔..那很醜好不好
54,F2:,..哪會..我覺得…那個..我的招桃花擺了一…擺了好久也沒用..防小
55,F1:,..沒有你現在有新的…新的..加持的東西了
56,F2:,..防小人也沒用…小人一直不走..[[ho我們老闆真是]]太過份..睡覺起來就晃點我 
57,F1:,[[um也是啦]]
58,F1:,…啊..什麼
59,F2:,..就他那天就我..同事上禮拜...上禮拜又沒來喔
60,F1:,..um
61,F2:,..然後又沒先請假我們老闆就火了就…找人..然後我就很快樂..好..找人..然後就開始把那個…一零四啊什麼資料啊都找完之後…然後就
62,F1:,..真的啊
63,F2:,..然後就後來禮拜五我同事來啊..然後老[闆]裝作沒這回事..然後就..um同事再也不好意思問
64,F1:,[um]
65,F1:,..可是你之前不是說..有一個是你的表弟還堂弟還什麼鬼的嗎
66,F2:,..喔不是是…反正…他本來是他要來接..後來他有事..所以他不做了
67,F1:,..[[喔]]
68,F2:,[[他]]沒有辦法接..然後所以我同事就一直代啊
69,F1:,..um
70,F2:,..然後後來他就..叫我找人..喔..整個不知道[我多high 啊..馬上調..動]用所有關係把那個
71,F1:,[@@@@]
72,F2:,…登報那些都那個全部找好..只差老[[闆]]一聲令下就要打電話去了
73,F1:,[[啊]]
74,F1:,..是喔
75,F2:,..然後就後來禮拜一…就我同事不在..我[就]偷偷跑進去
76,F1:,[um]
77,F1:,..um
78,F2:,..老闆要登報嗎[[@@@@@@]]
79,F1:,[[@@@@@@]]怎麼這麼積極啊
80,F2:,..然後老闆就說…我跟他談過了..給他到這個禮拜五
81,F1:,..喔
82,F2:,..然後我就…喔 [好吧]
83,F1:,[這個]禮拜五是什麼意思啊
84,F2:,..就是…看他這禮拜[[表現啊]]
85,F1:,[[那當然這禮拜]]
86,F1:,..他他他都被下這種通牒了..他當然會認真啦
87,F2:,..對啊..所以他這禮拜九點多來..害我不能<L3 du ku ((打盹)) L3 >
88,F1:,..對啊..下這種通牒很怪啊..那我當然這禮拜認真就好啦…我下禮拜再偷懶就好啦
89,F2:,..是啊..所以我超笨對不對…然後可是我還是把電話留著
90,F1:,...對..下次你就說..喔沒有問題我已經找好直接打吧..[@@直接打吧]
91,F2:,[@@ <X對啊X>]
92,F2:,..害我還那個就..X我同事那天…就跟我闆談好之後..他很快的還這樣走啦..就很快走啦..然後我就飄進老闆辦公室..老闆…還需要撥電話嗎@@
93,F1:,..@@@[[@]]
94,F2:,[[然後]]老闆就um…我已經跟他談了
95,F1:,..hon
96,F2:,..因為你知道..我同事真是不要臉界的天王..[我忍]不住@@要講他不要臉的事蹟了
97,F1:,[@@]
98,F1:,..@@
99,F2:,..你知道..就是我..他…他要上課..所以我們會通融他..譬如說..可能六點下班
100,F1:,..um 
101,F2:,..可是..um譬如說他有三點的課..三點半的課..我們老闆就說好啊..那你兩點半可以走
102,F1:,..喔
103,F2:,..結果他就禮拜s..就是..不知道是禮拜三還禮拜..四請假喔
104,F1:,..um 
105,F2:,..然後他就請..就是他一整天沒來喔
106,F1:,..um 
107,F2:,..可是因為他覺得他平常都是..兩點半走..所以他就寫他是早上九點到下午兩點半..請假..其實他應該是請一整天[[才對]]
108,F1:,[[對對對]]
109,F2:,..然後他上面就寫五點五個小時
110,F1:,...ho…好奸詐[喔]
111,F2:,[對啊]然後我那天..就…然後後來他就…那個..老闆..簽完名之後然後就看到我們老闆貼一張紙條跟我說
112,F1:,..um
113,F2:,..那個..要跟高雄會計小姐說是扣一整天...[[然後]]
114,F1:,[[那他]]為什麼不直接跟他講啊..就跟他說你不能這樣寫啊
115,F2:,..然後..對啊..然後那時候我不知道然後就打電話給我們會計小姐他就說…那你有跟那個就是我同事講嗎..我就說我不知道耶..就是老闆貼紙條在我桌上..所以…我說…我不知道…他們到底現在是怎樣
116,F1:,..um
117,F2:,..然後我們..會計小姐人很好..她就說…我們站在員工的立場啊..當然希望扣越少越好啊
118,F1:,..um um
119,F2:,..可是..老闆…那…老闆怎麼想我們也不知道啊..那你要不要先問問看老闆..看他有沒有先跟..那個…我同事講
120,F1:,..um
121,F2:,..然後我今天去問..然後他就說有啊..我有跟我同事講就扣吧
122,F1:,..喔…所以他也知道他被…扣一整天喔
123,F2:,..對啊想說他為什麼會做這麼不要臉的事呢
124,F1:,..他想要試試看啊..他如果試[成功的話]
125,F2:,[對啊我就想]
126,F2:,..天啊怎麼會有人這麼不要臉
127,F1:,..對啊
128,F2:,..就說我同事是天王啊
129,F1:,..um…可是這樣子真的蠻不要臉的ei
130,F2:,..對啊[然後]
131,F1:,[人家]通融你..然後[[你還這樣…你以為真的兩點半]]下班嗎
