Turn,Speaker,Utterance
1,F1:,…要找一下
2,F2:,…那個有..有那個…工友的嗎
3,F3:,..@@
4,F1:,..沒有他沒有去
5,F2:,..又越靠越近…牠在幹嘛
6,F1:,…有了有了…@@
7,F2:,..你先看好了
8,F1:,..@@...紅色那一[個]
9,F3:,[放大]
10,F1:,..喔放大…..按上面那個
11,F3:,…喔是個陽光男孩
12,F1:,..@@@ [[=]][@@]
13,F3:,[[@@還蠻陽光的]]
14,F2:,[啊]
15,F3:,..有啦..就是..年輕..就是
16,F1:,..[[年輕]]
17,F3:,[[有..有差]]
18,F3:,..差對對..年輕就是有差
19,F1:,..啊..沒了…喔你是按到那個…eh..這個..eh是嗎ei喔..這個這個@@
20,F3:,..@@...嗯..[變狗狗了]
21,F1:,[我我我調一下]對因為我拍了一些狗狗..@@@
22,F2:,..這哪裏的狗狗啊
23,F1:,…[就是有那裏][[有]]狗狗
24,F3:,[還有斑馬耶]
25,F2:,[[喔]]
26,F2:,..你們是去六福村喔
27,F1:,..嗯嗯...對啊我們去六福村…有嗎有看到嗎
28,F3:,…還沒…是這張
29,F2:,..這張
30,F3:,..然後放大一點
31,F1:,…@@..陽光男@@
32,F3:,..對啊是個陽光男孩啊
33,F1:,…我覺得算帥的啊嗯
34,F2:,…算啦
35,F1:,…嗯hon對啊..而[且在]
36,F2:,[就是]
37,F1:,..[[一群]]
38,F2:,[[可是覺得有點]][瘦]
39,F1:,[一群]..一群組長..那些..老..老
40,F2:,..就會突顯他…比較帥
41,F1:,..對[[@@]]
42,F2:,[[@@]]
43,F1:,…一群組長都老老的這樣..對啊因為他真的算是最年輕的
44,F2:,..有沒有比美猴王[@@]
45,F1:,[@@]
46,F2:,…帥一些
47,F1:,…看一下
48,F2:,…而且應該是女生會...國中女生應該會覺得…還不錯
49,F1:,.…對啊他...應該還有別張
50,F2:,…喵咪…喵咪
51,F1:,…而且他這樣算sh-..瘦的hon
52,F3:,…XX<X 感覺 X>還[[蠻瘦的]]
53,F2:,[[蠻瘦的]]
54,F1:,..而且高高的
55,F2:,…喵咪…喵咪
56,F1:,..喔對給你們看..我我們班的小帥哥..我覺得他真的很帥..長大也是會帥...@@...看一…@@…中間那一個
57,F3:,…還蠻可愛的啊
58,F1:,..對啊長大後會變帥哥
59,F2:,…我們學校也X<X 有 X>很多小帥[哥]
60,F1:,[真]的喔
61,F2:,…然後也有很多..明明沒有很帥但是覺得自己
62,F1:,..@@
63,F2:,..很帥
64,F3:,…旁邊那一個拍得好菜喔
65,F1:,..@@[[@@]]
66,F3:,[[@@]]為什麼會這樣
67,F2:,…他在幹嘛啊
68,F1:,..@@@=
69,F2:,…還歪嘴呢
70,F1:,..@@@
71,F2:,…他在幹嘛
72,F1:,…我不知道啊就@@
73,F2:,…那個場合是在哪
74,F1:,…那個..六福村的餐廳
75,F3:,..喔...好想去六福村喔
76,F1:,..你想去喔
77,F3:,..[聽你這樣講]不敢可是我就喜歡去走走@@[[那裏很多很多我都不敢玩]]
78,F2:,[你敢玩嗎]
79,F1:,[[耶這是我跟小馬]]拍照
80,F2:,…你有騎嗎
81,F1:,…沒有啊..因為那個好像要付錢
82,F2:,..那怎麼可以跟牠拍
83,F1:,..可以啊可以跟牠拍
84,F2:,…我覺得小儀還蠻上相的
85,F3:,..對啊可是我覺得妳拍照跟妳都b..不太像@@
86,F1:,..@@
87,F2:,…為什麼
88,F3:,..因為戴
89,F2:,..這樣子很
90,F3:,…戴眼鏡跟戴隱形[眼鏡]
91,F1:,[真的嗎]有差嗎
92,F3:,..有差耶…我覺得有差
93,F2:,…她她照相會有哪種青澀感
94,F3:,.. [[對對對對對]]
95,F1:,[[@@]]
96,F3:,…真的
97,F2:,..有吧
98,F3:,..嗯..有
99,F2:,..就是很像那種
100,F1:,..@@
101,F2:,…高中然後
102,F3:,..[@@]
103,F1:,[@@]
104,F3:,…可是我覺得..有戴眼鏡跟沒有戴眼鏡真的有差
105,F1:,..真的hon..有有戴眼鏡就感覺比較…sh-…俐落這樣
106,F3:,..@@..有有這種
107,F1:,..就有比較聰明一點..然後沒戴就感覺一個笨蛋
108,F3:,..沒有沒有沒有戴眼鏡就看起來就是很像那種小閨女那樣
109,F1:,..喔真的嗎@@
110,F2:,..對呀
111,F3:,…然後有[[戴眼鏡]]就覺得
112,F2:,[[很像耶]]
113,F2:,..ei今天我跟小儀看到..有看到..那個寵物馬超可愛的
114,F1:,..喔對啊那個[好小隻喔好想抱一下]
115,F2:,[牠就跟就跟大狗]
116,F1:,..[[he he he]]
117,F2:,[[大狗差不多大]]
118,F2:,..但是牠是馬
119,F3:,…好怪喔
120,F2:,..可是牠會衝很快
121,F1:,..dododo..然後一直衝一直衝@@
122,F2:,..一直[[[爆衝]]]
123,F3:,[[[這張好可愛喔]]]
124,F1:,..嗯啊
125,F3:,…妳這張拍得還蠻可愛的啊
126,F2:,..你說跟馬
127,F3:,..[對啊]
128,F1:,[你說跟馬這]對啊這[[個人拍得還不錯]]
129,F2:,[[我覺得很像XX]]就不認識的人嘛
130,F1:,..就是牽馬的人@@..那個管理員
131,F3:,…這附近的動物醫院都可以買貓沙嗎
132,F1:,..對啦[應該]
133,F2:,[可以吧]
134,F3:,…因為我貓沙沒有了
135,F1:,..咦[[可是]]
136,F3:,[[@@]]
137,F1:,..就我覺我覺得..我笑起來都這裡不會很..上來
138,F3:,…我會很上來
139,F1:,..真的嗎你笑笑[看]
140,F3:,[因為]我這邊肉很多..而且從以前到現在肉都很多
141,F1:,…等一下她有很上來嗎
142,F2:,..嗯[[對啊]]
143,F3:,[[X]]
144,F1:,..就是這裡啊耶對啊XX不會
145,F2:,…可是因為你都微笑吧
146,F1:,..@@
147,F2:,..是因為妳都微笑嗎
148,F1:,..嗯
149,F2:,…開門開門
150,F1:,..有有這裡還有…有沒有在一群老人之中@@
151,F2:,..他就會突顯他的魅力十足
152,F1:,..@@@
153,F3:,…不過他的五官好集中喔[@@]
154,F1:,[@@]
155,F2:,…對很向鼻子靠近
156,F1:,..@@
157,F3:,..對啊超集中的…我之前..我們學校有一個超級美的女生嘛
158,F1:,..嗯嗯
159,F3:,..就就她真的很漂亮很漂亮然後就是..只要是看過她的男生幾乎都喜歡她
160,F1:,..喔真的喔
161,F3:,..因為超級漂亮的..可是她喜歡的男生都是那種眼睛超開的..我就覺得很像那個青蛙眼睛在旁邊
162,F1:,..[[@@]]
163,F2:,[[<L1 keroro L1>]]
164,F3:,..@@她喜歡的男生眼睛都..就是都帥可是不知道為什麼就..就眼睛很開
165,F2:,..很開
166,F3:,..然後鼻子這裡就..就很寬這樣子...不知道為什麼
167,F1:,…小馬…[小馬]真可愛
168,F3:,[喵]
169,F1:,…@@我是講@@..說我們班另外一個..拍拍得有點糟
170,F2:,..很糟啊他[[不知道在幹嘛啊]]
171,F3:,[[本來就是啊]]
172,F3:,..而且..已經站在很帥的人的旁邊了..為什麼還可以這個樣子
173,F1:,..@@[我也不知道]
174,F3:,[這樣子很可憐耶]
175,F1:,..對啊這張還蠻糟的
176,F2:,…還是你們訓育組長喜歡那種...很年輕貌美的
177,F1:,..不知道
178,F2:,…然後身材還要[[很好的]]那種
179,F3:,[[國中生吶]]
180,F3:,..@@國中生
181,F2:,..因為前前幾天吧
182,F1:,..嗯
183,F2:,..然後就聽到..就有人..就是有人在跟我們..一個主任說恭喜這樣子[然後可是]
184,F1:,[喔真的喔]
