Turn,Speaker,Utterance
1,F1:,今天下午怎樣…@@@
2,F2:,..今天下午超白癡的好不好…就是我原本打電話給那個連胖媽
3,F1:,…um
4,F2:,..然後就問他說…唉唷我就跟他..我就打去然後就跟他講說什麼…這裡有…小蜂窩..喔我好像沒有跟他講到小我就講說..eh=連媽媽
5,F1:,..因為你你沒有說小他可能以為說
6,F2:,…可能是
7,F1:,..這麼大的蜂窩
8,F2:,..@@
9,F1:,…就是可以採蜂蜜的那一種
10,F2:,..huh可是eh那個f-黃蜂很大隻耶…大概這樣
11,F1:,…屁啦
12,F2:,…真的真的..差不多這樣
13,F1:,..這樣
14,F2:,..沒有啦這樣啦這樣
15,F1:,..你是說全長就加手加腳嗎
16,F2:,..對對對@@@
17,F1:,..我們這樣好像在進行什麼奇怪的電波
18,F2:,..@@
19,F1:,..外國人
20,F2:,..電波儀式那種
21,F1:,..berber @@外星人
22,F2:,…就是大概是這樣子…然後因為…那時候雯想要把它弄下來
23,F1:,..你們可以泡酒啊
24,F2:,…<L3 jia sai la ((最好是喇)) L3>泡酒怎麼可能
25,F1:,..@@
26,F2:,..然後他就想…就是那裡不是有那個
27,F1:,..蜂蜜酒
28,F2:,..@@@
29,F1:,..@@
30,F2:,..@@@ 外面不是有那個=…長的掃[把嗎]
31,F1:,[你看]..你蜜..你蜜蜂可以泡酒..蜂巢可以擠那個蜜出來多棒啊再來三個蜂巢有多好
32,F2:,..外面有蜂巢啊你可以慢慢擠啊
33,F1:,..@@它它它還放在那邊喔
34,F2:,...huh
35,F1:,...他把蜂巢放在那邊喔
36,F2:,..對啊對啊
37,F1:,...他沒有帶走
38,F2:,..沒有耶
39,F1:,...為什麼
40,F2:,…就是有趣啊做個紀念啊
41,F1:,..所以就是你叫他留下來的嗎
42,F2:,...我有拍照耶
43,F1:,..你把它..所以它現在還在外面
44,F2:,…對
45,F1:,...啊它有蜜蜂在周圍盤旋嗎
46,F2:,..沒有@@…他可能想說
47,F1:,..阿你有把他壓壓看你有把它掰開來看看裡面有沒有蜜嗎
48,F2:,..eh沒有耶… 應該要來看看
49,F1:,..等一下來掰一下齁
50,F2:,..試試看
51,F1:,..掰開來一隻女王蜂pi tsi
52,F2:,..@@@
53,F1:,..@
54,F2:,…@聽說是黃蜂
55,F1:,…對啊喔喔
56,F2:,..大黃蜂
57,F1:,..然後咧
58,F2:,…對啊反正那時候雯本來要用那個..掃把去把他<L3 tu ((戳)) L3>下來
59,F1:,…唉唷可是你..最好你要去用蜂窩…你自己要…先一個
60,F2:,..有一個.. 對啊
61,F1:,..全身要做好…裝備
62,F2:,..照理說是要這樣子啦..可是
63,F1:,..就是其實還好你就套..頭上套兩層絲襪
64,F2:,..@@真的假的
65,F1:,..然後就是穿著..我爸之前 要去
66,F2:,..@
67,F1:,..摘蜂窩
68,F2:,..套絲襪
69,F1:,..我跟你講我房間外面我房間的窗戶不是這樣的一個形狀嗎一個
70,F2:,…喔
71,F1:,..你知道嗎一個凸
72,F2:,..我知道
73,F1:,..一個凸的形狀
74,F2:,..嗯
75,F1:,..然後那個角角凸的角角這邊就是上面那邊有個蜂窩..就是在我書桌旁邊上面有個蜂窩
76,F2:,..喔是喔
77,F1:,..其實他對對對他之前很早之前我就發現它了..然後就是
78,F2:,..是正常蜂窩嗎
79,F1:,..就是虎頭蜂的蜂窩@@
80,F2:,..是虎頭蜂的
81,F1:,..是虎頭蜂的而且我跟你講我很早就知道有那個蜂窩了
82,F2:,…你是沒有理它是不是
83,F1:,..然後沒有我覺得很美妙@@
84,F2:,...然後就繼續把他留在那裏
85,F1:,..我就每天看著它成長啊..我覺得很美妙啊
86,F2:,..神經病啊
87,F1:,..而且就是我有朋友來我都會跟他說..唉你看我房間窗戶有蜂窩耶
88,F2:,..是虎頭蜂的唷..你要不要打開來看看
89,F1:,..沒有沒有那時候..那時候我不知道他是虎頭蜂..是後來我跟我爸炫耀的時候我爸嚇到
90,F2:,..@@
91,F1:,..虎頭蜂..我那時候還有一個小鐵片..然後倒一點我們家的蜂蜜然後推去外面給他們吃
92,F2:,..huh
93,F1:,..@
94,F2:,…你養他喔<L3 Oh my god L3>
95,F1:,..不是我就覺得..就小朋友嘛..就是會覺得有蜜蜂在那邊z- 築巢好棒
96,F2:,..喔也是啦
97,F1:,..就是你小時候的生活教育
98,F2:,..對
99,F1:,..也不會告訴你說蜜蜂是不好的…就是蜜蜂是勤勞的啊會產蜂蜜啊
100,F2:,..eh對對對對
101,F1:,..阿你不要攻擊他他就不會攻擊你啊
102,F2:,..可是聽說..大部分不是都是這樣嗎就是不攻擊他他就不會攻擊你
103,F1:,..對啊對啊是啊..可是重點是他築巢在你房間有時候你不是要攻擊牠牠也會覺得你要攻擊牠
104,F2:,…嗯對
105,F1:,..因為你離牠的家太近了
106,F2:,..嗯嗯
107,F1:,..然後所以我還在跟我爸說耶你看你看那邊有蜂巢其實很小大概…這樣吧…這樣子
108,F2:,..喔…那還蠻小的啊
109,F1:,..對啊…然後我就跟我爸說我爸就waha虎頭蜂啊
110,F2:,..@@
111,F1:,..我就他就拿那個<L3 lo lai ba ((螺絲起子)) L3>
112,F2:,..@@
113,F1:,..那種扁的那種<L3 lo lai ba ((螺絲起子)) L3>
114,F2:,..@@
115,F1:,..然後手上套兩層那個襪子..他自己的襪子..然後套兩層
116,F2:,..喔是喔
