Turn,Speaker,Utterance
1,F:,(0)他的...對..而且他給我的感覺就是台北人
2,M:,…嗯…嗯..像嗎.好啦我感覺不太出來..他已經太..就是年紀比較大了
3,F:,..欸這讓我想到一個問題..就是..我那個時候..剛上大學的時候..然後我跟我高中同學見面..然後他們是..大概都是念中部或是北部的學校..然後他們就..跟我說..他們覺得中部人跟北部人都很難相處
4,M:,..會嗎
5,F:,..可是我現在來北部了..我覺得還好欸..我覺得北部人好像滿好相處的..可是中部人還好…就還好..普通
6,M:,..中部人
7,F:,..應該是說..沒有南部人這麼熱情
8,M:,..南部人有很好相處嗎
9,F:,..很熱情啊你不覺得嗎
10,M:,..可是我朋友們..也都不是中..也不一定是南部人啊..我們班還滿大部分是台北人唉
11,F:,..對啊
12,M:,..我說中山啦
13,F:,..喔你說中山
14,M:,..以前中山很大一部分是台北人
15,F:,..政大也是啊
16,M:,..對啊
17,F:,..嗯
18,M:,..好像還好吧..我也覺得
19,F:,(0)我也覺得..可是我不知道為甚麼他們就說..他覺得…就是..中部人跟北部人都很冷淡
20,M:,…會嗎
21,F:,..我覺得還好...可是剛開始的時候那個夢有一點@
22,M:,..有喔
23,F:,..嗯..有一點
24,M:,..會嗎
25,F:,..嗯...有
26,M:,..他很冷淡喔
27,F:,..應該是說..對啊會覺得..你會覺得沒有那麼熱情
28,M:,..那你會覺得陳很冷..很冷淡嗎@
29,F:,..我覺得陳喔..還好啊@陳@欸可是我發現W好像是..客家人..他是不是客家人啊
30,M:,..他..可是彰化應該沒有客家人吧
31,F:,..誒可是因為我從她的事件之..中..我發現她是一個客家人欸
32,M:,.. [事件]
33,F:,[對]
34,M:,(0)什麼意思
35,F:,..對..就是那時候他不是拿著一個資料夾然後鬼鬼祟祟的想要..那個..翹課嗎..然後我就問她說那個資料夾是什麼..然後他就很寶貝[[她的資料夾]]
36,M:,[[喔上次]]
37,F:,..就是深怕我們看了一樣..然後那個誰啊R不是他就搶走嗎
38,M:,..對啊禮拜三嘛
39,F:,..對對對對對
40,M:,..然後呢
41,F:,..然後然後那個甚麼我跟[R]
42,M:,[R]@R@
43,F:,..對我們去..我們去吃鬆餅的時候..然後就在討論這件事情..然後他就跟我講說..他覺得他那個什麼..他很像是客家人因為感覺就是有東西..然後他不會..有好東西他不會想要跟你分享
44,M:,..ha是喔
45,F:,..對
46,M:,..所以他..為甚麼他會這樣覺得..只是因為資料夾不給他看
47,F:,..不是啊不是資料夾不給他看..就是其實那個資料夾我們不是都有嗎..就是資料夾裡面的東西我們也都有啊..就是那個筆記而已啊..就是想說..他為什麼他那麼寶貝的要命
48,M:,..對啊為什麼
49,F:,..[[對啊..]]
50,M:,[[嗯]]
51,F:,..就是很像是他自己知道的小祕密這樣
52,M:,..嗯
53,F:,..然後我們就問說誰給你的..然後他不是也不講
54,M:,..嗯對啊
55,F:,..對啊..對啊..就會覺得說嗯..他是不是一個客家人
56,M:,(0)為什麼你覺得客家人很小器喔
57,F:,…嗯不是小氣..應該說他們很有自己的小圈圈
58,M:,..真的嗎
59,F:,..對啊..因為我的那個什麼親戚就是客家人..然後我們如果親戚聚會的時候..然後我們這群小孩就會在外面..可是如果是客家人的小孩他們就會自己搞在自己的小房間裡面
60,M:,..嗯
61,F:,..然後不知道在幹嘛
62,M:,..你沒有想要參與他們
63,F:,..有啊我有嘗試參與啊..可是進不去
64,M:,..他們很冷漠喔
65,F:,..就..對..就是很封閉在他們自己的小圈圈裡面
66,M:,..那我不知道唉..我沒有接觸過客家人@
67,F:,..歐所以你不會..不會覺得W唉..W很寶貝這個東西喔..我有慢慢發現這點
68,M:,..我只是覺得他有很多事情
69,F:,..喔就是[不會跟你]
70,M:,[很多小秘密]
71,F:,..對..就是他有很多事情不會跟你講
72,M:,..你挖出甚麼小祕密了嗎
73,F:,..他的小秘密喔..嗯應該不是說他的小秘密..應該是說就是他有東西..就是例如像是考試什麼的..他其實已經得出了某個..東西然後他就會假裝他不會…然後他就會問你說..唉怎麼辦我都不會..唉啊你會甚麼可不可以教我一下這樣
74,M:,..然後呢
75,F:,..他其實..我覺得他其實都會..對..然後他其實只是想要知道說還有沒有就是他不知道的東西…但是他自己知道的他就不會跟你講…或者是說..嗯可能快考前然後他才會跟你講
76,M:,..你怎麼發現的
77,F:,..就是..相處之後
78,M:,..你發現他其實都知道
79,F:,..對...就是默默地發現..就是默默地發現說他很多小祕密被我偷偷的知道
80,M:,..然後呢
81,F:,..然後我就是
82,M:,..你有反擊嗎
83,F:,..我沒有反擊啊因為我覺得很好笑..因為我覺得它就是很像作賊心虛的那種感覺…他就是藏得不是很好的那種@對啊
84,M:,..所以你沒有反擊他說..喔其實我也不太會
85,F:,..沒有..我就很老實得跟她講
86,M:,..嗯
87,F:,..嗯
88,M:,..你不會隱瞞她
89,F:,..對啊我不會隱瞞人家嗯
90,M:,..嗯..泳也有發先這個祕密嗎
91,F:,..有啊R@
92,M:,..所以R是跟他
93,F:,..你是說他跟他做甚麼事情嗎
94,M:,..嗯
95,F:,..沒有啊他們就只有那個…就是..筆記的那個
96,M:,…嗯
97,F:,..嗯...我們就是突然聊到這樣…嗯就是[這樣…]@
98,M:,[嗯]..我知道R是個很坦率的人
99,F:,..喔對啊
100,M:,..嗯
101,F:,..誒你沒看到他最近的限時動態
102,M:,..他怎麼了
103,F:,…喔..就是…他好像很想要跟她的男朋友分手
104,M:,..是綠圈圈的嗎
105,F:,..對
106,M:,..喔那我可能沒看到我可能不是他的那個close friend 就沒看到…是前幾天嗎
107,F:,..對啊因為…就是她的男朋友是..會在半夜的時候挖她起床吵架
108,M:,..為什麼
109,F:,..為甚麼喔..因為那個什麼啊..就是她說她覺得她的男朋友就是..很處女座的那種感覺..然後就是看一件事情很不爽的話..因為她男朋友自己也睡飽了..然後她男朋友就很晚睡這樣..啊泳可能已經在睡覺了…然後她男朋友可能就覺得說..欸那你要不要跟我去吃宵夜啊..或甚麼的就突然想到一件事情啊..或著是說..欸要不要跟我去吃早餐啊..就是他可能已經睡飽了啊..就想要直接去啊..然後他就會挖泳逼起床啊..啊泳逼就是很重視睡眠的人..對
110,M:,..真的假的
111,F:,..嗯
112,M:,..嗯
113,F:,..然後他就是甚麼=大概四五點的時候就會挖她起床吵架啊
114,M:,..挖她吵架
115,F:,..不是不是挖她吵架
116,M:,..這也不是吵架吧這只是叫醒他
117,F:,..對但是R就會很不爽然後反正他們就會開始吵起來
118,M:,..嗯
119,F:,..嗯
120,M:,..嗯就..只是因為這樣
121,F:,..對啊
122,M:,..嗯
123,F:,..嗯
124,M:,..嗯但是他..喔好吧..她男朋友是以前大學同學對不對
125,F:,..不是…她說她男朋友是私校
126,M:,..喔..那怎麼會來台北
127,F:,..因為她男朋友就是=可能看她上來了..她男朋友好像之前在南..是南部人..然後當完兵..然後剛好R考來台北研究所..他就想說好啊..他也來台北找工作好了嗯
128,M:,..嗯..但是還沒找到=
129,F:,..對
130,M:,..嗯
131,F:,..嗯
132,M:,..所以這樣房租是誰出啊
133,F:,..R出啊
134,M:,..全部嗎
135,F:,..就是..R有跟她男朋友說..你要不要分一點啊或甚麼的..然後她男朋友好像一開始說好..然後結果也沒出
136,M:,..所以現在是她全部一起cover 喔
137,F:,..對啊..然後他就覺得很沒用
138,M:,..啊他們是一個人啊一個人住..兩個人住單人套房喔
139,F:,..兩個人住雙人套房
140,M:,..喔
141,F:,..嗯
142,M:,..ha結果對方沒出錢..他是念在他還沒找到工作嗎
143,F:,..嗯
144,M:,..啊他們住得很貴嗎很高級嗎
145,F:,..還好就是七千五
146,M:,..但就是要在
147,F:,..就很遙遠的地方..甚麼中山國中欸不是不是
148,M:,..南勢角
149,F:,..南勢角對
150,M:,..但是那邊好像太遙遠了嗯…我覺得啦
151,F:,..我也覺得
152,M:,..離市中心很遠了…嗯
153,M:,..所以她想要..最近想要分手
154,F:,…對啊
155,M:,…嗯他就想搬來這裡了
156,F:,..他想…其實他是想要住信義那邊
157,M:,..那邊住不起吧
158,F:,..其實他還好捏..他家境還不錯
159,M:,..可是住信義那邊他來學校上課也沒有很近啊
160,F:,..對啊=可是..信義..因為我覺得她是一個..很喜歡..逛街..熱鬧[[的人]]
161,M:,[[嗯哼]]
162,F:,..所以..她住那邊的話可以常找她朋友玩
163,M:,(0)喔喔=嗯=
164,F:,..唉她跟我說..就是..R啊
165,M:,(0)嗯=
166,F:,..不是都會帶他們去..就是認識一些學長姐
167,F:,..然後她說..就是臺北大學有一個很帥的..學長
168,F:,..嗯..但是那一個學長有女朋友
169,M:,..so what
170,F:,..嗯=@@@她本來還想要認識他
171,M:,..又沒關係..結婚了[都沒關係的]
172,F:,[@@@對啊]..對啊
173,M:,..嗯嗯..現在是橫刀奪愛才是愛
174,F:,..＠＠..你是說像陳..一樣嘛
175,M:,..沒有拉[[沒有啦]]
176,F:,[[@@@]]
177,M:,..啊..啊..所以他們上次..去吃飯..她有跟妳說..他們後來怎麼樣嗎
178,F:,…誰吃吧..喔你是說他們[禮拜一]吃飯喔..她就說..就是..他們一直在自我介紹
179,M:,[對呀]
180,M:,..一直在自我介紹
181,F:,..對..因為他們其實..吃飯是..去臺北大學..然後..有一個人要
182,M:,..跑去三峽的北大
183,F:,..對
184,M:,…好然後勒
185,F:,(0)然後..主要是有一個人要口試畢業論文
186,M:,..嗯=
187,F:,..然後..R就叫他們..跟著去
188,M:,(0)聽..怎麼怎麼
189,F:,..聽…怎麼那個..就是..[準備]口試或是
190,M:,[準備]
191,M:,..嗯
192,F:,..然後順便認識一些人..就是什麼金融業界的人
193,M:,..所以..當..所以..那一天除了北大的研究生..北大的研究生丁是他們..老師還有誰
194,F:,..好像還有一些..什麼..金融業..的..學長姐
195,M:,..喔..是學長姐
196,F:,..對學長姐
197,M:,..喔=
198,F:,..嗯
199,M:,..不是..什麼..董事之類的
200,F:,..不是不是..還沒有認識到..董事
201,M:,..然後呢然後呢
202,F:,..然後..然後他們好像..就是老師一直在鼓吹他們說..去考臺銀啊=土銀啊…什麼的
203,M:,..喔
204,F:,..但是..就是..可能..泳介紹完他自己吧..然後還有他想要做什麼..然後..老師就說嗯..你好像不太適合公股銀行..就是你的個性比較適合私人銀行
205,M:,..嗯
206,F:,..嗯
207,M:,..然後呢..正常吧..正常大家都會想要進[私人銀行]
