Turn,Speaker,Utterance
1,M1:,..eh啊…最近都沒有跟那 些人..那個啊...[最近是]
2,M2:,[比較少一點喔]…因為…現在大家也各忙各的..反正我就做我的trading …搞我自己的東西
3,M1:,..可是走掉的也很多啊
4,M2:,..hm XXX像喔有啦..M我最近比較常跟他聯絡..蔡
5,M1:,..蔡喔
6,M2:,..他自己現在自己在做交易所以我們還蠻多..互相交流的
7,M1:,..我知道他從自營部離開呀
8,M2:,…他現在在那個什麼…忠孝敦化的路口..有一個太平洋證券它裡面弄了個…操盤室他在裡面弄因為好像那一家分公司的經理跟他是好朋友
9,M1:,…XXXXX還在唷
10,M2:,..hm
11,M1:,..太平洋證券[[還在XX]]
12,M2:,[[對還在]]@..全台灣有幾個點
13,M1:,..hm
14,M2:,..我是不知道他們是靠什麼做反正那一間那個點還在然後M還在裡面操盤…所以最近我們常常在那邊跟他聊所以下.接下來下個禮拜可能找他跟..李呀什麼吃個飯反正既然都在操盤大家聊一聊交流[交流]
15,M1:,[X]...小樓這件事嗎?
16,M2:,..hm
17,M1:,..小樓
18,M2:,..有見過一兩次不太熟
19,M1:,..hm…大概黃比較熟吧
20,M2:,..hm
21,M1:,...那時候我當小特助的時候他是董事
22,M2:,他後來是不是在澳門當
23,M1:,..hm..對
24,M2:,..[[公務員]]
25,M1:,[[司法]]司法警察...他老婆的問題還沒解決很麻煩
26,M2:,…他老婆是...原本就有那樣的狀況然後後來才展現出來還是說…後來才得憂鬱症
27,M1:,..後來更嚴重..聽說原.本來就<L3 siau siau ((瘋瘋)) L3>
28,M2:,…幾年前我跟…嘉跟李跑去澳門玩
29,M1:,..喔
30,M2:,..有跟他們一起吃飯可是那時候他老婆看起來很正常
31,M1:,...那次以後啦
32,M2:,…是喔…可是我上次見到她應該是零九年喔
33,M1:,..hm
34,M2:,…那時候她還蠻正常的…沒想到後來就變那個樣子
35,M1:,..hm..他跟我講說..他…把他丟..就是..落跑來台灣
36,M2:,…是喔…那怎麼辦
37,M1:,...沒有啊..就..他司法警察也不能跑啊…總不能跑走大概帶得回來台灣就回台灣啊…比較慘的地方就是說..小朋友那時候在美國生的啊…拿美國護照..他回來台灣..他在..美國護照又過期他沒辦法辦台灣護照
38,M2:,...這很誇張耶怎麼
39,M1:,..他媽媽扣住他的美國護照不讓他動…就沒辦法renew 啊…小孩子在父親手上
40,M2:,…還有這種事喔
41,M1:,..hm
42,M2:,..那人反正既然在台灣不.也不能辦身分
43,M1:,..對
44,M2:,..好奇怪喔為什麼
45,M1:,..他還有一次逾期居留@
46,M2:,...怎麼那麼詭異
47,M1:,..不是呀了不起耶
48,M2:,...怎麼搞成這樣
49,M1:,…然後他老婆好像把他們家..中間回去一趟澳門把家裡的黃金…全部幫..搬光…然後…然後最近靠..靠賣黃金過日子
50,M2:,..@@@=這真他媽的了不起喔
51,M1:,..TSK
52,M2:,...因為那時候他加我在Facebook上加我X這個人是誰…結果點進去靠我想說他那個憂鬱症蠻嚴重的他完全都在..自問自答自言[自語]
53,M1:,[對呀]..我就把他.我後來把他block起來
