Turn,Speaker,Utterence
1,F1:,..你..去哪裡..@你要去日本哪裡玩
2,F2:,..我要去..東京
3,F1:,..呼=
4,F2:,..然後是八=月…欸幾號啊..十二到十五..還蠻晚的
5,F1:,..你要跟男朋友去喔
6,F2:,..對啊
7,F1:,..齁…好棒喔=啊你們找住宿了嗎
8,F2:,..我們找了…可是..我覺得還要再調耶..因為..我覺得＝
9,F1:,..太貴
10,F2:,..不是..不是太貴..就是我們行程還沒完全排好..就是大概先排..可是因為..他..因為我之前有去過東京一次..對..然後他就覺得..他不想要去..我去過的地方..他覺得花了錢就是要去不一樣的地方..可是…老實說東京能去的點就那幾個啊..所以..他又一直想要避開然後我就覺得沒有必要要避開..跟不同人去感覺又不一樣..而且都已經..三年了..所以應該都會有一些改變
11,F1:,..齁=
12,F2:,..所以我就覺得可以再去..但他就是會希望盡量避開..所以他後面的行程就排的很...很冷門..或者是很..遠那種..就是點跟點之間然後搭一個小時的車那種..然後我就覺得很累..我就覺得想要跟他討論一下到底能不能再
13,F1:,..啊怎麼不去京都之類的啊
14,F2:,..因為京都是其實他去過..然後我還沒有去過..可是他就覺得想要.. 我的想法是..我覺得這次可以讓他去東京玩玩看..就是他沒有去過東京
15,F1:,..喔=
16,F2:,..然後我去過..然後可能也就是可以
17,F1:,..欸..你好好喔
18,F2:,..反正對我來說..東京就是逛街啊..就很開心..就..沒關係
19,F1:,..真的喔..我上次去東京..我覺得還好耶
20,F2:,..你去哪裡啊
21,F1:,..我去東..我就去東京啊
22,F2:,..嗯
23,F1:,..然後五天四夜吧
24,F2:,..你有去遊樂園嗎
25,F1:,..沒有
26,F2:,..你沒去..為什麼沒去
27,F1:,..因為我跟我同學…對遊樂園沒興趣
28,F2:,..喔=可是我之前覺得去..就是去東京..就是要去迪士尼看看..就是他們真的是..把那邊弄得很夢幻耶
29,F1:,..喔
30,F2:,..就你就會..就是..投入其中的那種
31,F1:,..我還沒有少女心吧..嗚嗚=
32,F2:,..@
33,F1:,..啊..真的喔
34,F2:,..對啊=
35,F1:,..我想..而且因為那時候..是我沒有本來要去…是他給我免費的機票
36,F2:,..免費機票..為什麼他有免費機票
37,F1:,..因為他好像什麼姑姑有…紅利點數可以刷卡那種
38,F2:,..喔
39,F1:,..然後
40,F2:,..可以這樣給喔..挖屋
41,F1:,..反正我就有一張免費機票@
42,F2:,..你很讚耶…你是來回..來回都有..欸..這樣至少省了
43,F1:,..一萬
44,F2:,..八千八
45,F1:,..可是就廉航..可是他廉航還有附晚..午餐還免費
46,F2:,..好扯喔..欸..你很賺耶…你就賺到了啊
47,F1:,..啊我對..可是我覺得東京..就是那個上野動物園很好玩
48,F2:,..[上野動物園]
49,F1:,[你有去過嗎]
50,F2:,..沒有我沒有去
51,F1:,..那裡的動物..我覺得日本的動物園很好玩
52,F2:,..真的喔
53,F1:,..因為日本的動物園..我覺得他們就是比台灣的動物園可以更看..看..更看得見動物在幹嘛
54,F2:,..是更近嗎..還是他們可能就是會
55,F1:,..更多種類跟…我覺得他們動物都看起來都蠻開心的
56,F2:,..喔=
57,F1:,..然後你知道我去北京的動物園..然後他們就..每個人都..每隻動物就..然後他們小朋友還會敲門..然後就超屁
58,F2:,..我覺得木柵也是啊..可是我不知道是天氣關係..還是怎樣..因為我每次去好像都夏天..然後他們都很懶..都這樣不想動..都躺在那邊
59,F1:,..你說木柵喔
60,F2:,..對啊..我覺得木柵的都很..很..慵懶..就是大家都還要找一下他在哪裡
61,F1,..還好..我覺得東京的還好..我覺得他們看起來都蠻..蠻可愛的
62,F2:,..其實我覺得東京最該去..那時後日本我覺得很該去的是水族館耶..我覺得他們的[水族館]真的很漂亮就是..他們..就是很多種類
63,F1:,[真的喔]
64,F2:,…然後他們每個地方都會把他的特色展現出來..然後像是..他的可能走廊什麼的..他都會有那種
65,F1:,...[[好可愛]]…嗯
66,F2:,..然後他就會展現出來就會很美..或者是那種一個長廊然後長廊上面都是魚..你就可以這樣
67,F1:,..就是你躺在那[裡..]海底隧道
68,F2:,[是走]過去啦..沒有
69,F1:,..的感覺
70,F2:,..對=就很美..我就覺得就是東京的..因為我那時候去兩個..因為我跟我表姊那時候去我們都不知道要去哪..就很無聊..不是很無聊啦..就是哪種就是說..我們都是先去什麼晴空塔啊..什麼什麼地..然後他就會附水族館..然後我們就想說去看看..因為..日本的少女漫畫都約會都很愛去水族館
71,F1:,..哇=
72,F2:,..然後去過真的就覺得超適合約會..因為她就是..暗暗的然後涼涼的然後就是整個很..很..夢幻
73,F1:,..哇=
74,F2:,..真的該去..不然你去那邊找一個男朋友
75,F1:,..你瘋囉
76,F2:,..@＠＠
77,F1:,..不可能啦
78,F2:,..找一個日本男朋友啊[[..誒我]]真的很期待你去完美國的時候..有一天拍你的自拍說..許我交男朋友了
79,F1:,[[日本]]
80,F1:,..喔=
