Turn,Speaker,Utterance
1,F1:,(0)其實臺灣也還好啦@..@其實就是..um@..功課很多
2,F2:,…我覺得我們兩個的系都特別累@
3,F1:,..哦..對啦..是那種…沒有..開心過[@@]
4,F2:,[XXX]…我上學期我本來有..你有唱文化盃嗎
5,F1:,..我沒有[[@@@]]
6,F2:,[[哦]]..我也沒有@因為我上學期通勤
7,F1:,..啊..我也..我也有一半
8,F2:,..就是一半[回家一半住這邊]
9,F1:,[嗯…沒有..]我十一月才入住
10,F2:,..喔是喔..是中途入住的嗎
11,F1:,...對啊..所以其實通勤真的很麻煩
12,F2:,..通勤真的還蠻累的..我們..像我們家到政大..我們家是在台北市內
13,F1:,..嗯
14,F2:,..到政大竟然還要40多分鐘
15,F1:,..[嗯..喔]
16,F2:,[我就覺得]很傻眼..到底是[[什麼鬼地方]]
17,F1:,[[XXXXX]]..其實我也沒有很遠..我在公館師大而已
18,F2:,..那很近[耶..不是坐公車就到了嗎]
19,F1:,[可是因為我還要走..]就..我還要走到公車站...我家離公車站有點遠..然後就10分鐘..然後要等車又10分鐘…坐車要三十分或四十分鐘..我也差不多
20,F2:,..ha
21,F1:,..對…因為如果…尖峰時段的話..超累的
22,F2:,…我們家是在松山區[那邊]
23,F1:,[嗯..]那就坐那個..從隧道
24,F2:,..但是我們家…我是坐[[捷運]]
25,F1:,[[捷運]]
26,F2:,..因為我有點…路痴..就是我不太知道..[那個公車的]
27,F1:,[公車]
28,F2:,..那個..方向..[[就是]]往這邊..它要去哪裡..然後由左邊..它又去哪裡..
29,F1:,[[哦]]…[這就是一種習慣]
30,F2:,[對…這就不太習慣]..然後也不知道..就很容易坐錯..[[]坐錯公車]]
31,F1:,[[喔@@]]
32,F2:,..就是我..我之前回來的時候..還坐錯..坐到那個不知道..不..坐到公車的訖站
33,F1:,..哦..然後就[[停了這樣]]
34,F2:,[[然後就很崩潰]]…這裡到底是哪裡
35,F1:,對我也不知道..@@..[XXXXXXXX]
36,F2:,[對啊..我只是坐捷運]..可是我們家..到捷運..也要走十分鐘
37,F1:,..嗯
38,F2:,..然後還要再轉車..[然後再]
39,F1:,[我覺得就是捷運]
40,F2:,…對啊..很麻煩..然後來到了動物園之後還要坐公車
41,F1:,..@@@...[對XXXXX]
42,F2:,[就也是快要]一個小時..然後來回就很累
43,F1:,…所以你就活動都不能參加…雖然我現在是有參加一個活動..就比較XXXX…所以我..對啊..我也不知道抽不抽得到…好煩啊…不知道抽不抽得到
44,F2:,..你可以那個啊…服務時數
45,F1:,..嗚我現在是[零欸..@@@]
46,F2:,[多一點]…他們不是說..二十.. 二十個[[小時以上的話]]
47,F1:,[[可是真的嗎]]…因為我們現在還是不能住啊..我們現在是連登記都沒辦法登記
