Turn,Speaker,Utterance
1,M1:,..我...今天早上..跟R去那個...修腳踏車
2,M2:,…ha
3,M1:,…修[腳踏車]
4,M2:,[喔上次]是手機..上次是手機
5,M1:,…喔..[[然後呢]]
6,F:,[[你們感]]情好好
7,M1:,..對啊然後呢
8,M2:,..沒有啊
9,F:,...喔…好好玩
10,M1:,...為什麼
11,M2:,…沒有啊
12,F:,...為[什麼會遇到他]
13,M2:,[那你那你有再]跟龍講嗎
14,M1:,..不會絕對不會啊
15,M2:,..為什麼
16,F:,..為什[麼]
17,M1:,[我]是…我是好心..我是好心
18,M2:,..那你[[上次還這樣]]
19,M1:,[[等一下抱歉]]..龍還在政大我們不可以講這個話題..很奇[怪]
20,M2:,[龍]餅元..他不..他不會去看語料庫啊
21,M1:,..會啊..他是..他是..學語言的啊..[語料..語言]跟語料
22,F:,[喔對他是學語言的耶]
23,M1:,..好像[[蠻..近]]
24,F:,[[可是你]]自己要爆出這個的耶
25,M1:,..不是我..提到R..XX然後你們就直接瘋狂
26,M2:,..我..我哪有瘋[狂]
27,F:,[@]@@
28,M1,..好[[..我..我..好]]
29,M2:,[[是你瘋狂]]
30,F:,..@@
31,M1:,..我..我不在意..我要講的是..我就遇到...曾也在那邊..[然後就]
32,M2:,[ha]..還有曾
33,M1:,..對..還有曾怎樣
34,F:,..@
35,M2:,..喔[[好]]
36,M1:,[[怎]]樣
37,M2:,..我問一下而已啊
38,F:,..@@@[=]
39,M2:,[那你會]講嗎
40,M1:,..ha..XXX先去教室啊
41,M2:,..那[[你會跟他講嗎]]
42,M1:,[[他不知道]]這件事情
43,M2:,..哦
44,M2:,...那我們可以跟他講嗎
45,M1:,..不行...沒[有可以啊白癡]
46,M2:,[@@@]
47,F:,[@@@]
48,M1:,..然後嘞...那個...他就跟我分享他昨天上課的時候...就是法理學...我們不是分組嗎
49,F:,..嗯
50,M1:,..然後他分到一個怪人..就是..有一個怪人一進教室就..猛盯著他
51,M2:,..誰
52,M1:,...不知道就..就[[有]]
53,M2:,[[誰]]誰誰跟你講的
54,M1:,..R
55,M2:,..他跟我們一組啊
56,F:,..對啊..他坐我旁[邊]
57,M1:,[沒]有..他說...他前面..坐著一個怪人
58,M2:,…哦...那個重
59,F:,…誰
60,M2:,..就那個..重修的..那個遲到很久的
61,M1:,..沒有..可是他好像是司法組的耶
62,M2:,…嗯
63,F:,..是坐在…我前面那個嗎
64,M2:,...誰啊
65,F:,..最後一個吧
66,M2:,..是長什麼樣子
67,F:,...誰啊
68,M1:,..我不知道什麼樣子..反正...R一直說...那個人..跟他高中在中一中認識一個人很像...可是..我們..故事..聊到最後...曾才說..那個人好像是司法組的...可是這個不是重要的事情
69,M2:,..昨天那個是法律組的
70,M1:,…我不知道..反正那個..可是那個人不是跟你們同一組..那個人坐在前面的第二排
