Turn,Speaker,Utterance
1,M1:,...然後結果..後來到下學期期末考你還是一樣..就..覺得...我為什麼當初要這樣子選課
2,M2:,...我覺得我這次選課一定沒有選得很失當...我有聽到有個人一天要考三科
3,M1:,...就法科啊
4,M2:,..而且是三科法科
5,M1:,...是早上考的嗎...我有看..我有聽到
6,M2:,..我不知道..反正[他就是]考三科就對了...真的是...就自殘
7,M1:,[有po ((post))]
8,M1:,...欸...我...我查了一下..那個...教室...表…他們好像裡面有開一門...沒有看過的課名
9,M2:,..什麼時候啊
10,M1:,...禮拜一下午
11,M2:,...喔禮拜一下午..下學期有甚麼大的課嗎
12,M1:,...沒甚麼大課
13,M2:,...搞不好..債總..債個...債XX...就不能修[[王一]]
14,M1:,[[不會不會不會]]債個...債總...債總通常會放在禮拜五下午...如果是陳忠恩的話...債個..沒有排過..禮拜一下午...就我們這兩年情形...就是...但是胡因典沒有很重啦
15,M2:,...hum
16,M1:,..uh
17,M2:,...不是有個新的..要來嗎
18,M1:,..對..有個新的要來
19,M2:,..長得像@馬英九..是不是
20,M1:,(0)是[商法]
21,M2:,[不是民法嗎]
22,M1:,...不是..是[[商法]]
23,M2:,[[商法]]...沒關係..下學期還可以修商法啊
24,M1:,...所以..你..一定要修馬英九..一定要上馬英九
25,M2:,..對...一定要上@馬英九...的上完
26,M1:,...也沒有多像
27,M2:,...就要去..驗證一下啊
28,M1:,...欸..公法..好像還要來開
29,M2:,...可是公法還有甚麼課...公法只是刑究啊
30,M1:,..公法已經沒有課了
31,M2:,..公法就..沒有要修[刑究]
32,M1:,[刑究]的話就還要再...就民訴...我們有...修..比較...因為它跟...它有很多都是準用語..除了..XX
33,M2:,(0)問題是我要是沒課修..我還是只能修...喔對齁[[..民訴]]..那個甚麼..刑究...可能會開在..下午
34,M1:,[[而且]]
35,M1:,..下學期吧...沒有..刑究..通常是..下學期才會開...上學期是..不會...
36,M2:,...上學期不會開刑究嗎
37,M1:,...喔..不會...我聽X翰說的...所以...就是..民訴..刑訴
38,M2:,..<L3 gan ((幹)) L3>..我還沒修刑分...修甚麼刑訴
39,M1:,(0)喔對..你還沒修刑分喔...XX他還會說..他會開
40,M2:,...我就不知道他說的..下學期是指..這個學期的下個學期..還是[真的是]
41,M1:,[他是]...他直接說下學期..是嗎...他說我[[下學期]]...會開
42,M2:,..[[對]]..對
43,M1:,...那就是...下..下個學期
44,M2:,...下..[下學期會開]
45,M1:,[相信我]
46,M2:,...講下學期會開...這個詞意...是非常
47,M1:,..不是啊...他不會...他不會說..我..上學期會開...我們可以討論語言的問題@...他不會說..我們上學期..會開..他不會..他的脈絡是說...我下學期會開..刑分..對不對..但..你不會..他不會..有考量
48,M2:,(0)反正..他要是不上了的話...他要是不開..我可能就不上他的了
49,M1:,...對啊..你..變得
50,M2:,...要不然我就不知道要幹嘛
51,M1:,..但是..據說他上的刑分..可怕的點是..他會把..所有的課上完
52,M2:,...很好啊...終於有人上完了
53,M1:,..就..從來沒有..教授..真的把它..上完...但..他會..把它上完...這樣
54,M2:,...基本上鍾XX只要不要在那邊一直...談..各種..莫名其妙的理論...他上課還[蠻快的]
55,M1:,[沒有]..其實..其實他就是在談理論...[[就像]]
56,M2:,[[刑分]]..刑分有甚麼理論可以談
57,M1:,..有很多理論可以談吧
58,M2:,..刑分裡面就沒有甚麼..區分正犯..XX正犯的XX客觀[說法]
59,M1:,[所以說]..你為什麼...你..殺人..還是可以來談啊..為什麼可以殺人..或傷害這些..有很多...就是..刑分各章..本身..條文的..法理基礎...我覺得還是可以談的
60,M2:,...你是說他就很愛看就對了
61,M1:,..對對..但是你看他為什麼..我大二..我可以上這麼多...因為他..完全沒有教實務漸進...實務見解全部都是...助教在..負責...他完全沒教實務怎麼看...他只有..頂多教同訴
62,M2:,...你在說刑總還..刑訴
63,M1:,..刑總..刑總
64,M2:,...對啊..他完全沒有教實務
65,M1:,..對但是..王整個就是走實務派的..對..那就很多..那種...判例..判決...[主要就是做這]
66,M2:,[我好像從來]沒有看過刑事的判決..[[判]]
67,M1:,[[我其實]]...你的助教會...都會放在..你的..[課輔裡面]
68,M2:,[他有寫]...但他好像沒有[[上]]...他只有放進去而已...因為根據..賴的說法...助教上課只把..怡講過的話..就是..重新複習一次而已..
69,M1:,[[他沒有上]]
70,M1:,..喔...[那]..賴考得怎樣
71,M2:,[所以]
72,M2:,..我..我跟他..都不想討論了
73,M1:,...uh..賴[[只是]]..前天不是發文說他讀到五點
74,M2:,[[我走出來]]...我們就
75,M2:,..對啊
76,M1:,..對
77,M2:,...真的是..瘋了
78,M1:,...其實我也讀到很晚
79,M2:,...我也讀到很晚...我那時候讀到三點去洗髮..讀到三點..想說<L3 gan ((幹)) L3>我還沒讀法家哲學...所以我就去看法家[哲學]
80,M1:,[甚麼法家哲學]
81,M2:,..然後就..[[之後一個小時之後]]就去睡覺了...huh
82,M1:,[[就猜中題目了]]
83,M2:,...法家哲學..對你來說...應該是..就是...一片<L3 gan ((幹)) L3>號
84,M1:,...也沒有到那地步吧...他考那甚麼..聖道自然主義...我就不知道他在講甚麼啊
85,M2:,...他一定有教自然主義
86,M1:,..他有啊..但是我也看了..[我只是]
87,M2:,[Na..tu...ra..lism ]
88,M1:,...他不是那種東西
89,M2:,..自然主義啊
90,M1:,...他不是..那一個...他不是..他不是那種自然主義...聖道自然主義..就是說甚麼...他要去至去極..然後就..與物同亡與物同
91,M2:,..這類..喔
92,M1:,..對那類的...就人家要嘲笑說他就教大家像土塊一樣..人家風把你往哪裡吹..你就往哪跑
93,M2:,...喔..聖..聖道的主張是這樣
94,M1:,...就是..他的自然主義...@然後莊子就說..聖道的主張是..死人的道理...這屍體就被..就是人家吹你到哪裡..就到哪裡去
95,M2:,..還有..還有..還有..還有反駁的
96,M1:,...你說聖道嗎
97,M2:,..我說莊子
98,M1:,..@莊..子
99,M2:,...聽說莊子是...[[我可以再推薦你]]一些
100,M1:,[[不要再莊子哲學了]]
101,M2:,...我不要再修..哲學課了...我對任何[哲學課都]..沒有..太多興趣
102,M1:,[@只要是海德]..海德..[[存在分析]]
103,M2:,[[no]]..no
104,M1:,...真的嗎...那王開..你會選嗎
105,M2:,..開甚麼
106,M1:,...他..依照我對他..課名的理解...他會..上..一九四九年..他會上..他會..他那門課就是[在上]
107,M2:,[喔你說]..你說新的那堂
108,M1:,..對對
109,M2:,..如果我可以修的話..就去修啊
110,M1:,..他應該在上..[[這]]
111,M2:,[[可我]]不可能..不可能整學期都是..法..法科..我是要死是不是
112,M1:,...可是我們就是..七八科法科..全部法
113,M2:,...可是不是
114,M1:,...他太..對..他太死了
115,M2:,...對啊..就有點調劑嘛
116,M1:,...你對法科也可以很有調劑的
117,M2:,..such as
118,M1:,...such as ...比如說..@法學
119,M2:,...@調你大頭
120,M1:,...@對我來說就是個調劑
121,M2:,..一點都不調劑好不好
122,M1:,..而且..沒有..你還可以修國公欸...喔..你可以修國公...我昨天才考了國公
123,M2:,...所以國公要在考甚麼...國公到底考了甚麼啊...他的法條到底是甚麼..國際[公約]
124,M1:,[法條就是]...沒有..你要進去..知道..你就..譬如說...聯合國憲政...然後...條...維也納條約法公約..是一九六九年的時候
125,M2:,(0)維約...維也納條約是甚麼東西
126,M1:,..條約法公約..就是一個..關於..條約的公約
127,M2:,..大家怎麼要怎麼定條約的
128,M1:,..對對對..條約的..就是類似..民法的成立與生效..的東西...然後有瑕疵啊...然後關於武力的使用阿..各種...沒有..武力的使用..是聯合國憲章那邊...那個不是..然後你就...條約法...習慣法...習慣條約法...就國際上的習慣法
129,M2:,...聽起來好boring
130,M1:,...然後..沒有啊..然後其實指的都..都政治...然後譬如說...uh..甚麼是國家..就...國家的要件..就是[你的]
131,M2:,[由來]
132,M1:,...對..就是[[鄰]]..對..但是很深..公民課只是..公民課基本上只把...就是...最外層的要件...丟給你...然後後面都沒有..跟你說..問題...就是鄰土啊..鄰海啊...然後人民啊...然後或者是…譬如說...主..主..主要元..喜歡考的點..是說..國際法跟國內法律..的關係..跟事由
133,M2:,[[就是]]公民課那些東西是不是
134,M1:,..我也..我也不一定修得到元的啊
135,M2:,...不要去..千萬不要去修江
136,M1:,..為什麼
137,M2:,..因為江本人..就是一個...意識型態..會外漏..非常..顯..霸氣的人
138,M1:,..你知道你講的這句話被錄起來了嗎
139,M2:,...那沒關係...他本來就是這樣子...但..元..是..元...比較..比較會克制一點...沒關係..這在..這在..政大..就是
140,M1:,..搞不好他們外流..或是..他搞不好認識江...他就打電話給...欸..
141,M2:,...@接江
142,M1:,...你就不要再修他的課[就好了]...你就不要再修他的課
143,M2:,[不要再說話]...不要...這句話...本身..會被傳出去
144,M1:,...沒有..我已經修完...不會再修江了
145,M2:,...江只開國際公法
146,M1:,..他還有開海商法..但是海商法
147,M2:,...你可以不修海商法嗎
148,M1:,...就是有..有人在懷疑說..海商法到底有沒有用
149,M2:,..我昨天看到有人拍了海商法的圖片..然後..他們就在那討論說..聽起來還蠻有趣...我心裡想..你們[都發瘋了嗎]...這看起來一點都不有趣...因為他那張圖片..就甚麼...船隻..在運送的時候..又怎樣..@還有那種東西..就
150,M1:,[甚麼..甚麼..甚麼..]
151,M1:,...對啊..就是..[[XXX發生甚麼事情]]
152,M2:,[[@就是...干我屁事]]
153,M1:,...這是...江老師是..海商法..的..就是..成名於海商法...@不知道為什麼...他是非常...就是..對於[海商法]
154,M2:,[@你為什麼]要突然稱他..老師...你是擔心自己被錄下來嗎
155,M2:,..不要裝了..你剛剛都已經指名道姓的說了
156,M1:,...可是..你知道..公法到...國際公法的結束就..幾乎就...結束
157,M2:,(0)公法就沒啦
158,M1:,..還有...你當然還有刑究...我有刑究還沒修..但刑究..比較..TSK像是樹洞上的
159,M2:,..我知道啊
160,M1:,..可[我覺得]我的公...我覺得我的公法的程度...已經...在...元..的帶領之下...我...已經...有...一定的手感
161,M2:,[但..但是]你知道
162,M2:,...你知不知道其實...林已經把刑究上完了嗎
163,M1:,...其實..李..有在上刑究
164,M2:,...但..[但]
165,M1:,[就]甚麼..特X啊
166,M2:,..林那種上法...他是已經把..甚麼損害賠償..那個...國賠啊...行..各種行政訴訟啊...然後訴願啊..對..[[他全部都上完了... ]]還有公法上不當得利..他全部都上完了
167,M1:,[[特X訴訟啊..甚麼的]]
168,M2:,...李也講..一點..李..對
169,M1:,...i-..他說因為科法所...科法所沒有刑究..他說..主要是開給科法所..所以全部都..所以全部都要上完
170,M2:,...科法所沒有刑究
171,M1:,..對..他說沒有
172,M2:,...賴是不是要考科法所...他到底有沒有要認真考慮
173,M1:,...我不知道...可是他下學期說他想修民法啊...他如果只是要修修..他就直接輔系就好啦
174,M2:,...不一樣...輔系那個...就是沒有人要看...因為科法所是碩士等級的東西...科法所就是..美國的那種[...學]士後的那種法學院
175,M1:,[但是..科法所]
176,M2:,...但是..科法所...其實跟我們學的東西沒有差別啊...他們只是要寫論文而已
177,M1:,..對啊..沒甚麼差別...因為他是等於兩套體系在跑啊..就是..美國是一定要學士後..才能念法律嘛..他們就是科法所的延伸阿
178,M2:,...美國也有美國...美國那個...法官是用選的欸..就是...就是就是...甚麼各州法庭的大法官是要用選的..他們去競選...然後他們還...他們就是去各種競選標章
179,M1:,..真假..法官出來[競選]
180,M2:,[就是一個活動]
181,M1:,...就是要選...是supreme court 嗎...還是甚麼
182,M2:,...所以他們..一般..下面的法官..不用選嗎
183,M1:,...下面的法官我不知道...我是看影集的時候..發現他們在那邊競選法官...他說..@他說..我發誓我絕對不會禿頭...然後他選完之後就開始禿頭了
184,M2:,...非常的...耐人...尋味
185,M1:,...而且..而且..他本來就覺得自己不會當選...所以他就喝醉了...所以他喝醉酒..所以他當..當選的時候..他是喝醉酒的..然後..記者就來訪問他...他開始講一堆鬼話...他說..他喝醉了...他說我...被選為當..就是..州的最高法官..我...宣誓我一定會讓蝙蝠俠幫...警察機關做事...然後..@他就被他老婆架走
186,M2:,...這甚麼影集
187,M1:,(0)How I met your mother
188,M2:,...@甚麼東西
189,M1:,...我怎麼遇見你媽的...[直翻就是]這樣講的啊
190,M2:,[這感覺就是]甚麼..不是很..不是很..營養的
191,M1:,...他本來就不是很有..他不是個很有營養的影集...你在說甚麼啊
192,M2:,...就是很有問題的影集
