Turn,Speaker,Utterance
1,F:,其實只要有努力算我一定都會...其實就是那...懶惰啊時間那種方面...問題...可是現在不算不行...因為...就是你就是...要考...考..考試嘛
2,M:,...那你覺得我..高中要補嗎
3,F:,...我不知道你那麼...嗯...可是我是希望...我不知道你就去聽聽看
4,M:,...因為我...就是...國中是..國中好的話是因為就是有
5,F:,...喔
6,M:,..有上過啊可是我怕說就是...高中可能沒聽過然後...就跟國中的不一樣
7,F:,...高中你...嗯...你可以去..去s你不一定要你可以先試聽看看吶
8,M:,...我覺得...[我先聽英文]是要
9,F:,[而且我那時候]
10,F:,...我告訴你去..我..我剛開始[[我]]
11,M:,[[夏朵]]
12,F:,..國三也覺得說...英文...基測就不再準備了..就是都可以考那種五十..五十幾分錯一題那種...不然就是全對...英文就是...沒什麼難的啊然後結果我一ch...我想說他去試聽夏朵因為那時候暑假..[很無聊]嘛
13,M:,[很無聊]
14,F:,...然後就跟跟好朋友約啊..就是去s試聽..而且又可以順便去台北走走啊..哪知道那時候哪知道台北長什麼樣子...就是..只知道說...就是阿千..以前常帶[[我們去]]那幾個地方長什麼樣子其他都不知道
15,M:,[[喔]]
16,F:,...然後那時候阿千有推薦我補習班那種...然後我就先去聽幾家然後因為阿君不是之前補夏朵...然後就去sh去試聽夏朵...我一去聽...ha
17,M:,..@@@=[XX]
18,F:,[怎麼]還有那麼多單字不會啊...然後反正就是挫折感..也不是挫折感就是覺得說...原來還有那麼多東西要學那種感覺...然後我和我同學就是當下就是..說好我們要補了...然後[[就]]
19,M:,[[那你]]
20,F:,...可是我覺得英文就是那樣子...你補...你每次以為就是說你學的已經很夠了..可是當你就是...再寫到更難考題或是聽到更難..更難的東西...你還..或是聽到英文歌曲看英文電影...你發現說.. ha...我這還聽不懂我這還不會寫..我這個還不會回答...你就知道說...就是sh..還不夠啊可是..語言...語言這種東西其實就是常常會...發展出新的東西嘛你看那什麼國新聞什麼那些的...外國也是一樣...所以就是...學習的東西就是永無止盡的...就是要吸收這樣子
21,M:,..那你...你覺得..你你現在英文是..有補全科的嗎
22,F:,...那是全科附送的啊[XX]
23,M:,[就是]赫..赫哲就全科囉
24,F:,...不是赫哲他是...他有..喔他有分國中部和高中部然後高中部..他..他就是本身是數學起家的可是後來他好像..自己有開全科班吧...他們..全科班裡面的老師...就是都好強喔..XX各大老師就是很強那種...反正我就覺得說...就是也很想
25,M:,...那你覺得我要[補的話]是要
26,F:,[跟他們一樣]
27,M:,...就是..就直接像你一樣全科還是...就各科...各科分開會很趕嗎
28,F:,...我是不希望你高一就這麼辛苦啦...可是你知道嗎其實我..我...我自從上高中以後我就覺得時間過超快我覺得好像每三次段考...就就是..反正三次段考...一下一下..一學期就過..半學期一學一學期就過了...我記得那時候k..才高二上的時候我覺得說..ha怎麼辦...再六次段考我就要考大學了...快要我要考模擬考了我就那時候就覺得就壓力很大啊 嗯別人那時候都還在..哈哈哈哈[玩社]團啊什麼的
29,M:,[@@@]
30,F:,...可s然後我就..反正那時候自己給自己壓力很大啊...TSK...我是覺得...說...看你吧因為我覺得...[[全科喔]]
31,M:,[[我覺得我]]我覺得我那個耶英文要補
32,F:,...對啊我覺得...我覺得你...可是我希望是說你強的東西可以...變得更強...就是那些
33,M:,..所以就試聽看看
34,F:,...因為假如..我告訴你..就是..你看全科班它一定有些老師你覺得好..有些不好可是基本上說素質都很高...可是假如你是去單科補的話...你一定是找說..最適合你自己的老師
35,M:,..嗯
36,F:,...可是單科加起來就...加起來價錢...假如每科都補的話...其實差不多可是...你每學期這樣繳的話...加起來總數一定超過...他那個價錢...因為全科班就是全科班就是一年包辦然後...好像只有...那時候只有繳六萬多吧...可是你看假如...我...那個補習班...就那種家教班就單科那種..他們都會分什麼春...秋季班啊什麼...就是每幾個學期你覺得說ha...考完每次段考...ha又要繳學費了..一繳就是那種一萬兩千五..或是一萬...然後你...要跟爸伸伸手要錢...一定覺得那麼多錢又不是我賺的...多少會覺得說...ha就是...就是覺得...爸爸媽媽很辛苦啊這樣子...所以...其實wu.. wu...怎麼講呢我..一開始我覺得說我是不會補全科班的那種人我想說...s社會科都會了...那還哪要...就是還要...然後國英文算..那要補什麼啊...就是覺得說...我已經會了可能我覺得我已經夠強的科目..幹嘛還需要補呢...幹嘛還需要全科班這樣子..的那種...教法...可是h...就ch後來去聽那些啊...我覺得在全科班得到的資訊...就很多...像那個什麼...就是很多...我之前就說..因為我一開始進去他們會有甄選課程就請外面的...各個...就是..人士來跟我們演講...然後..很多我就聽到好幾個都這樣講說...你們將來的不是..跟台灣競爭...而是跟大陸人競爭跟全球市全球競爭..我想說屁le
37,M:,..@@@
38,F:,..老師學校老師根本就沒有跟我們這樣講..就說你只要考上大學就好了...可是...後來好幾個都這樣講..連..開始連補習班老師都這樣講..然ha..好像學校老師有幾個老師..開始這樣跟我們講的時候...我就發現說...對啊我們...不再是跟以前的長輩一樣...只跟就那時候的...只跟台灣的人競爭...就是..因為全球化你看網路那麼世界那麼普及大家都連在一起了
39,M:,..嗯
40,F:,...就是...你不可以把自己s就是視野放那麼狹窄..只放在台灣...就跟我們那個新聞只報台灣新聞一樣..國際新聞報那麼少...都不知道..外面在發生什麼事情
41,M:,...那你...啊..補習班..教室很大喔
42,F:,...超大的
43,M:,...多大啊幾個
44,F:,..我記得[好像]
45,M:,[ch]
46,F:,...全...老師有說過說...最大的教室好像...最滿可以坐到兩百八十幾個
47,M:,...ha...這樣後面的不會
48,F:,...我告訴你我之前我就覺得我以前一年級怎麼那麼笨...就其實有點...就不敢吧...就是覺得說前面是坐那種..前幾志願的學生...一進去覺得...很恐怖...然後都[差不多我坐]
49,M:,[都選後面]
