Turn,Speaker,Utterance
1,F1:,...那個...你們老師說...他目前... 他現在就是教育部說不能體罰嘛...啊所以他說...他跟那個家長說..他準備..一枝藤條..目前都沒有拿[起來用]
2,F2:,[ho]..那個是老師說..第一次就..就跟..跟同學講然後第二次就打電話給家長然後第三次叫家長來..然後..然後就..然後叫那個同學自己..自己..拿著藤條然後交給媽媽說..媽媽請你打我..因為..因為..只有..只有家長可以打..打小孩
3,F1:,..對啊..這樣...這樣才...比較不會讓..那個那個..父母親覺得說..ei..怎麼老是在打我的孩子...可是有時候小孩子又..真的不聽話...那就..那就讓..家長自己來...來罰小孩子好了
4,F2:,...um還要講甚麼
5,F1:,..好像...該講的都講光了@
6,F2:,..@
7,F1:,... <L3猶有..啥物無L3>
8,F2:,...han你覺得..um...你覺得甚麼時候會換季
9,F1:,...你們學校沒有講喔
10,F2:,...還沒
11,F1:,...以前國小不是大概十月就換季了
12,F2:,...沒有這麼早吧
13,F1:,...啊你們運動會大概..國小是十一月嘛
14,F2:,...那個時候就穿長袖
15,F1:,..對啊..那國中大概也是吧
16,F2:,...@@@=
17,F1:,..啊你們..體育課有沒有打籃球
18,F2:,...現在就只跳健康操一直跳一直跳一直跳..跳到那個..操場建完之後才可以做別的事..所以就不用..哈哈哈..我也不喜歡打籃球
19,F1:,..那這樣籃球場
20,F2:,...籃[球場是二]
21,F1:,[就拆掉了喔]
22,F2:,..沒有..二三年級在用...但是我也不知道操場要建在哪裡
23,F1:,..對啊..操場要建在哪裡...他是說十一月要開始動工啦
24,F2:,..嗯...XX這一次是要用趣味競賽
25,F1:,...啊..好像是十一月四號對不對..校慶
26,F2:,...十一月五號
27,F1:,...四號還是五號
28,F2:,..五號
29,F1:,..好像是星期六啊
30,F2:,..對啊..每次都嘛星期六
31,F1:,..他說家長..希望家長能夠...那個..踴躍參加
32,F2:,..oh就跟..那個..[國小會有邀請]
33,F1:,[啊你不是園遊會嗎]
34,F2:,..這次是趣味競賽...就是..有三種..一種是園遊會一種是趣味競賽一種是那田徑比賽
35,F1:,...啊 <L3你哪會無 ((你怎麼會沒有)) L3>園遊會
36,F2:,..有啊..只是XX今..今..這一年就是先趣味競賽..本來今年是第一..第一年是那個呀..要..要借平和操場要..要比賽田徑項目
37,F1:,..嗯
38,F2:,..啊就後來就自己建..我..我想要玩玩看那個..園遊會..就像吳他們在賣東西..然後還有鬼屋
39,F1:,...對啊..他如果用鬼屋的話..你就可以..把它設計成那個大姊他們那時候的那個鬼屋
40,F2:,..那個彰安..啊不..彰..那個彰女的那個啊..好恐怖..那時候還很小..然後..二姊就..就..q ..ei就牽我進去走..然後那個地上好像有鋪甚麼..一條一條的然後很像那個sh ..很像那個..一條一條那蚯蚓還是蛇..那是很粗的東西..然後它不會動..因為那是繩子..啊然後我就以為它很恐怖..然後我就踩過去有點很噁心..結果姊姊就迷路..然後還問那個..半路那個..流著血的女鬼@
41,F1:,..[[問女鬼要往哪裡去]]
42,F2:,[[然後她她..然後她她她]]..然後她就用了手電筒說..出口在那裡..然後結果姊姊..結果...我就..出口的時候就有點噁心啊..然後我就..叫姊姊背我..然後背我出去的時後..然後到了..結果出去鬼屋才發現姊姊的腳怎麼白白的..原來是...入口一進去..然後那邊..那個地..地上啊..然後那個就會有女鬼..手伸出來抓你的腳..然後她的手是白的..所以她的腳就變白
43,F1:,...你沒有說那一次..那天去姑姑家..然後你跟..問庭說那個..[地毯]
44,F2:,[那姊]姊問過了
45,F1:,..你再說一次啊
46,F2:,..她說那是要給弟弟學習爬的
47,F1:,..那..你那天去他怎麼樣..他有沒有很興奮
48,F2:,..她說..ho..你嚇到了..你怎麼現在忽然..她她說.. ho..我xi..我嚇到了..你嚇到我了..你怎麼現在忽然來..ho我在看那個電視nei..這樣
49,F1:,.. @@..我在[[看那個電視]]
50,F2:,[[@@@]]..好好笑
51,F1:,..姑姑事先沒跟她講
52,F2:,..對啊..[我就]
53,F1:,[因為]我中午打去給姑姑..我說你..你下午會去啊...那可能姑姑沒跟她講
54,F2:,..啊姑姑就很喜歡看那個煮飯的節目啊
