Turn,Speaker,Utterance
1,F1:,...eh..我上..上禮拜有去看那個什麼
2,F2:,...什麼
3,F1:,..特殊身分
4,F2:,..什麼特殊身份
5,F1:,..就那個誰...XXX演葉問那個叫什麼
6,F2:,...嗯...喔...我知道了
7,F1:,..我覺得那他演得還不錯
8,F2:,..甄子丹
9,F1:,..對啊...[是還]不錯
10,F2:,[是喔]..你去電影院看的喔
11,F1:,..嗯
12,F2:,...咦你跟誰
13,F1:,...跟李啊
14,F2:,...嗯...幹嘛..每個禮拜都去看電影..很爽嘛
15,F1:,...沒有啊就那剛好他找我去啊
16,F2:,..是喔
17,F1:,..昨天還有去那個什麼...龍潭那邊那個夜景..陪他去吃飯...[看夜景]
18,F2:,[喔]...你說那[[什麼]]
19,F1:,[[覺得那氣氛]]還不錯
20,F2:,..什麼地中海餐廳
21,F1:,..白圍牆啊
22,F2:,...是喔[很貴嗎]
23,F1:,[覺得氣氛]還不錯...貴..就...飲料都一百五一百六啊..[[從]]
24,F2:,[[嗯]]它是像看夜景那樣喔
25,F1:,..對啊看夜景..它可以坐外面還是坐裡面看你
26,F2:,..喔
27,F1:,..對啊
28,F2:,..所以它只要低消是一杯飲料那種
29,F1:,...好像吧
30,F2:,...O-K OK
31,F1:,...然後它全部那龍潭那邊全部都是那個景觀餐廳啊
32,F2:,...龍潭那邊很多喔
33,F1:,...嗯
34,F2:,...是喔
35,F1:,..對啊..就真..很多家..這樣一條路上很多家..都是[景觀餐廳]
36,F2:,[你說那在]山上
37,F1:,...對啊
38,F2:,..嗯..是喔
39,F1:,..對啊...然後昨天我還..昨天後來他回程的時候叫..我就開車載他去
40,F2:,...你開車
41,F1:,..對啊
42,F2:,..是喔
43,F1:,..對啊
44,F2:,...為什麼你開
45,F1:,...想說練車啊
46,F2:,..nei
47,F1:,..練習看看啊
48,F2:,..嗯...OK
49,F1:,..啊你最近學校怎麼樣
50,F2:,...學校
51,F1:,...考完試了嗎
52,F2:,...還沒啊..下禮拜啊
53,F1:,...是喔
54,F2:,..我這幾天都去圖書館喔
55,F1:,...跟你朋友喔
56,F2:,..沒有啊..我自己麼
57,F1:,...喔...[嗯huh]
58,F2:,[嗯huh]
59,F1:,...那你朋友還有嫌你..打呼嗎
60,F2:,..huh..有啊他還把我錄下來嘞
61,F1:,..錄給你聽
62,F2:,...上次
63,F1:,..那怎麼辦
64,F2:,...就這樣啊..不然怎麼辦..我就只能每個禮拜回家
65,F1:,...每個禮拜回家
66,F2:,..對啊每個禮拜回來啊
67,F1:,...是喔
68,F2:,...嗯
69,F1:,..那你們感情有受影響嗎
70,F2:,...還好啦...反正...他..就...他就..我就說..欸..我之後可能會每個禮拜回家..他就很高興啊..[他]
71,F1:,[他]就很高興
72,F2:,..他就在那邊歡呼
73,F1:,...是喔
74,F2:,..唉
75,F1:,...不然你就等都等他睡覺你再睡啊
76,F2:,..他睡覺..都那快那種一兩點那種的欸
77,F1:,...是喔
78,F2:,..都很晚
79,F1:,...[蛤]
80,F2:,[嗯]..唉TSK煩欸
81,F1:,..我覺得還是不要一起住好
82,F2:,...反正..就住完一年啊..簽一年啊
83,F1:,...喔
84,F2:,...想說之後大四就是...之後大四好像只有兩天有課吧
85,F1:,..嗯
86,F2:,..就可以通勤
87,F1:,...通勤
88,F2:,..沒有啊就可能我一天..一天住同學那裡..然後就給他譬如說一天然後這樣一個月給他一千塊這樣...我本來這樣想..就住[一天一個禮拜一天]
89,F1:,[可是怕那樣你]也會吵到同學啊
90,F2:,..可是一個禮拜一天而已
91,F1:,...喔
92,F2:,..對啊這樣比較好而且也比較省錢吧
93,F1:,..嗯
94,F2:,...對啊
95,F1:,..不錯
96,F2:,...而且我現在每個禮拜要回來..um
97,F1:,...我最近也覺得工作都沒有..本來就已經沒有成就感了..然後又覺得很煩
98,F2:,..什麼沒有成就感..啊不就那樣嗎
99,F1:,...TSK...就覺得..有些人就..就覺得上面的人很主觀啊...就會用刻板印象去看你啊
100,F2:,...是喔
101,F1:,...對啊
102,F2:,...嗯...所以你想換..所以你說你要...之後...打工完..你之後再換別的
103,F1:,...TSK...就在想啊...可是我知道..沒有...全部的工作都沒有一個是有趣的啊
104,F2:,...對啊
105,F1:,..就為了錢...TSK..可是[又覺得]
106,F2:,[可是你]現在這個也滿穩定的啊
107,F1:,...可是就覺得現在才二十五歲啊..然後要一直做下去..做到老嗎
108,F2:,...不然你可以就再做一陣子啊..先存錢啊
109,F1:,...TSK..存...再做下去我都已經快三十了
110,F2:,...嗯..[所以你覺得你要趁年輕換..跑道]
111,F1:,[然後到時候到時候..搞不好搞不好]連想換就不能換了
112,F2:,..喔
113,F1:,..因為那麼老了
114,F2:,..嗯
115,F1:,..對啊...想說去那邊搞不好可以那個..轉換我的心情
116,F2:,...你是說現在這個工作沒辦法晉升是嗎
117,F1:,...不是沒辦法晉升..就覺得..TSK...就很沒成就感麼...就覺得..TSK...有時候一直很...很壓抑自己
118,F2:,...可是你[做別人哪有可能不壓抑自己]
119,F1:,[就是..就是人哪就是]人的問題麼
120,F2:,...[[可是你走到哪裡都有啊]]
121,F1:,[[我會想要離職就是因為那個]]..那個人的問題啊
122,F2:,..誰..主管
123,F1:,...對啊就以前課長啊
124,F2:,...喔
125,F1:,..對啊...就覺得很煩
126,F2:,...幹嘛..他有對你幹嘛嗎
127,F1:,...他那天又..他在唸我的時候然後..我都沒有哭..他就說什麼
128,F2:,...他唸你
129,F1:,..因為我只不過是有一次..他叫我做一個東西
130,F2:,..嗯
