Turn,Speaker,Utterance
1,M:,..在美容院..在美容公司上班
2,F:,...喔
3,M:,...內湖
4,F:,...[很]遠嗎
5,M:,[ch-]...超遠
6,F:,...在哪...你等[[下]]要拿去丟嗎
7,M:,[[就]]
8,M:,..就差不多到那個啊
9,F:,…你 [等下要幫我拿去丟嗎]
10,M:,[等下拿回去宿舍]..拿回去宿舍丟
11,F:,..好..<L3感謝L3>
12,M:,...那就差不多到那個...就..快到那個圓環啊
13,F:,...喔...[[哪一個]]圓環
14,M:,[[XX]]..快到康寧護校那個圓環
15,F:,..ha..什麼...好遠喔
16,M:,..那很遠啊..超遠的啊
17,F:,...真的
18,M:,..從我們家去[要]
19,F:,[我]大概知道是哪個圓環了
20,M:,..從我們家去要...一個shi-...一個多小時吧...我上次騎一個多小時
21,F:,..因為我之前好像也有在那個圓環附近的診所面試＠＠＠＠
22,M:,...那附近有那麼多診所喔
23,F:,...有一間啊..然後康寧護校自己就是有康寧醫院啊
24,M:,...um對對[[對]]
25,F:,[[對]]啊
26,M:,...可是康寧護校在那個
27,F:,...可是護校跟醫院有一段[距離]
28,M:,[對啊]
29,F:,..對
30,M:,…不是在捷運站下來那邊...um這還不錯...<X你昨天有失眠喔X>
31,F:,…你可以去看這個..快結束了
32,M:,...你要去看那個嗎
33,F:,..沒有..我已經去看完了
34,M:,..喔可是我看過了
35,F:,...你看過囉
36,M:,..um...你要去看那個..梵谷嗎
37,F:,...還在考慮耶…我覺得人可能會很多
38,M:,..因為才展幾天而已
39,F:,...TSK..對啊…有點猶豫...不覺得人很多的時候都...沒有很好看
40,M:,..對啊..所以就是..就是想說什麼時[[候去看]]
41,F:,[[因為上]]次那個..那個甚麼..龐畢度的時候...人就超多的…就覺得很難看
42,M:,...所以我在想說甚麼時候去看皮克斯啊..感覺再過去..應該人會更多
43,F:,...對啊...TSK..可是沒辦法我只有假日可以
44,M:,..高雄人都看完了
45,F:,...ho...一整個就覺得很煩＠
46,M:,..ei..那所以你弟現在在哪裡
47,F:,...我弟喔...不要問我...對不起我腦袋已經塞不下這麼多東西了＠＠...我真的..應該在立德啦
48,M:,...立德喔
49,F:,..對啊
50,M:,...技術學院喔
51,F:,..好..好像是吧
52,M:,...唸什麼
53,F:,...日文啊
54,M:,...日文
55,F:,..對呀...你也知道我弟不愛唸書
56,M:,...對呀
57,F:,..對..之前我爸一直叫他轉學
58,M:,..[XX]
59,F:,[因為感]覺他們學校快倒了
60,M:,..對啊
61,F:,..對啊
62,M:,..@@
63,F:,…對啊
64,M:,..你弟幹嘛跑去唸立德啊
65,F:,...我不知道啊...TSK..就是不愛唸書嘛
66,M:,...有到這種程度喔
67,F:,..有啊..真的有好不好
68,M:,...喔
69,F:,...對啊...嘖..很慘
70,M:,...可是至少離你們家很近@
71,F:,..但我還是覺得滿慘的...就完全不知道他出來要幹嘛..@
72,M:,...當宅宅啊...不錯
73,F:,..靠
74,M:,..@@@[[=]]
75,F:,[[當什麼]]宅宅
76,M:,..唸日文系出來可以當
77,F:,...我覺得他可以去摩斯打工就不錯了@@@
78,M:,..@
79,F:,...以後就靠他了
80,M:,...什麼鬼
81,F:,..@@@[=]
82,M:,[@]
83,F:,...還不錯啊..摩斯打工…打到正職..就至少比沒工作好啊
84,M:,..那..我想吃茹絲葵..可以去茹絲葵打工嗎
85,F:,..TSK..恐怕沒辦法..你知道我弟很嬌小..茹絲葵盤子可能太重
86,M:,..那挑個好日本餐廳
87,F:,..啊日本餐廳還不錯..盤子不會太重
88,M:,...對啊
89,F:,...<L3袂歹喔((不壞喔)) L3>..ei之前我跟我同學去吃一家叫...隆
90,M:,...在哪裡啊
91,F:,..隆起的隆
92,M:,..[[恩]]
93,F:,[[在]]九條通那裡
94,M:,...huh
95,F:,..林森北路那裡...@@...那邊很多都是那種就是..叫小姐陪的那種店..然後還有跟一些日本料理
96,M:,..喔原來那邊就叫九條通
97,F:,..對
98,M:,..喔..是是是
99,F:,...還滿好吃的...日本料理店..他是日本料理店不是陪小姐的那種
100,M:,..真的ho[@@@]
101,F:,[真的啦]
102,M:,..@我很懷疑
103,F:,..我去[[叫陪小姐幹麻啊@@]]
104,M:,[[@@@]]
105,F:,..甯翔毫
106,M:,..你怎麼知道...妳們..診..TSK..診所...[[[主管都]]]灌人家酒
107,F:,[[[怎樣]]]
108,M:,.....這種診所..上樑不正下樑歪不是
109,F:,..靠
110,M:,..@@@=
111,F:,...今天..好啦..[總而言之就是一間]
112,M:,[跑到那裡去]
113,F:,..不錯的日本[[料理]]
114,M:,[[跑到那裡]]去吃
115,F:,...對啊
116,M:,..很遠耶
117,F:,...就在中山站那裡啊
118,M:,..中山站
119,F:,...哪會很遠啊
120,M:,...um
121,F:,...林森[北路]
122,M:,[我知道]我知道啊…我沒有看過...就在新興百貨那裡
123,F:,...um我不知道在哪個百貨附近..反正就
124,M:,..就是有一個很大的公園
125,F:,...um好像過了那個公園
126,M:,..對啊
127,F:,..對啊..[[還不錯]]
128,M:,[[過去]]就是新興百貨
129,F:,..是喔然後之前我同學本來...就是...原本是要去吃瞞著爹...可是我同學[訂]不到位
130,M:,[喔]...那間我好像聽過
131,F:,...對啊..因為他才四個位子而已...瞞著爹才四個位子而已...他只是[[一間]]
132,M:,[[是吃]]那個...壽司啊
133,F:,...就日本[[[料理店啊]]]
134,M:,[[[在師大]]]那邊對不對
135,F:,..對對對對對...他是吃那個生yu-..那個..握壽司的
136,M:,..那為什麼不去吃游壽司
137,F:,...有去吃啊..之前就去吃[過]了啊
138,M:,[喔]...瞞著爹好像很好吃
139,F:,..[[游壽]]司也不錯啦
140,M:,[[<X看起來X>]]
141,M:,...um
142,F:,...對啊
143,M:,..我那天就跑去吃那個<L4 Yu Sushi L4>斜對面的
144,F:,..那什麼
145,M:,...那什麼花知道的
146,F:,..[花知道]
147,M:,[因為..因]那個主廚是我...同學的室友
148,F:,...是喔
149,M:,...所以每次去都有 special
150,F:,...真的喔..這麼爽...那甚麼時候可以跟你一起去吃[[@@@=]]
151,M:,[[@@=]]
152,F:,..快點...手機拿來...我看一下我的schedule
153,M:,...最好是有空啦
154,F:,..喔
155,M:,...然後他每天都XXX
156,F:,..那他開到從幾點開到幾點
157,M:,...<X我在想X>..吃下...吃..就吃中午跟晚上
158,F:,...喔..叫甚麼..花知道喔
159,M:,..um
160,F:,..哪一個花啊…flower的[[[花喔]]]
161,M:,[[[對啊]]]...知道啊
162,F:,...哪一個知...這個之
163,M:,...就知道的知道啊
164,F:,..喔知道...喔..好
165,M:,..就斜..就在..那個..斜..斜對面的巷子裡
166,F:,...好...去查一下..是吃甚麼的..日本料理喔
167,F:,..要不然le
168,M:,...就..[西餐]
169,F:,[複合式]
170,M:,...[[西餐]]
171,F:,[[喔]]
172,M:,..西餐還有那些
173,F:,...好..好...去查一下
174,M:,...TSK
175,F:,...怎樣啦
176,M:,..沒有
177,F:,...好想吃日本料理喔
178,M:,...日本料理...去吃那間...握..那個握壽司吃到飽啊...在那個
179,F:,...我覺得..好吃嗎
180,M:,...還可以..可是聽說三燔好像更好吃
181,F:,...哪..哪裡
182,M:,...就在一零一裡面啊
183,F:,...喔
184,M:,...一個人好像...六百八吧
185,F:,...喔...還好
186,M:,...對啊
187,F:,..um
188,M:,..um..握壽司吃到飽..差不多那個價錢
189,F:,...六百八還好
190,M:,...XXXXX
191,F:,...我上次跟我同學去吃那間隆...我們兩個人就吃了兩千五...而且還是宵夜喔
192,M:,..@
193,F:,..@@..@@
194,M:,..@..吃瞞著爹還比較省錢
195,F:,..ha
196,M:,..瞞著爹才
197,F:,..對..瞞著爹大概七八[百]
198,M:,[七]八百
199,F:,..一個人七百多而已..對
200,M:,..還不如去吃竹壽司
201,F:,...好熟..好熟悉的名字喔
202,M:,...在景美那邊啊
203,F:,...竹壽司...景美有點麻煩...還是去瞞著爹好了
204,M:,...對啊..[[和平東路一直]]走就到了
205,F:,[[比較方便]]
206,M:,..對啊
207,M:,...我也還沒去過耶..是不是在那個...小巷子裡面啊
208,F:,..我不知道...我只有看那個...就是..大家的blog上面寫的
209,M:,...之前看到的
210,F:,..um
211,M:,..這家看起來很好吃
212,F:,..um..沒錯...有空可以訂位一下...可是他好像很難訂耶
213,M:,...沒有..你很難有空
214,F:,...沒有..我覺得是比較難訂...因為他那邊才四個位子你要怎麼訂啊
215,M:,..台北
216,F:,...怎[樣]
217,M:,[還]好吧..四個人...宋廚都訂得到了
218,F:,...喔
219,M:,...宋廚也差不多是..不知道是四個人還八個人
220,F:,...是喔
221,M:,...對啊..然後聽說要兩個月前
222,F:,..喔...你不覺得兩個月前很麻煩嗎...因為有太多..就是不可預期的事情
223,M:,..不會啊..因為每天都很忙..所以不會有太多[[@@=]]
224,F:,[[@@@=]]..就是一天只..就是已經被塞到百分之八十了
225,M:,..對對對..所以是可以預期沒那麼忙..不會有..可以預..預期..不可預期的事情出現這樣
226,F:,...喔@@
227,M:,...對
228,F:,..好啊
229,M:,...然後還要..又要應付那種..老闆...突然出現在實驗室說...ei..XX..你怎麼在...實驗室..去我辦公室談一下這樣
230,F:,...@@@=
231,M:,...真的很<L3 bei lan ((爛)) L3>
232,F:,...不錯啊..代表老闆喜歡你啊
233,M:,...那是因為我們實驗室新來一個..泰國人
234,F:,...ha
235,M:,..我們實驗室新來一個…就是po- …[那個post doc ]
236,F:,[我以為是你耶]@@=
237,M:,..就是泰國人..[[我到現在還不會]]唸他的名字
238,F:,[[@@@=]]
239,M:,..[妳知道嗎]
240,F:,[@@@]..我以為是你老闆覺得你是...實驗室新來的泰國人...有像好不好@@=
241,M:,..@@=..是像在哪啊
242,F:,..eh我今天..就是..我最近在看一個日劇..然後他就是..那個...演泰..日混血兒..然後在日本..然後他就是
243,M:,..達比修友就是泰日混血兒好不好
244,F:,...不知道他是誰..好像是松本潤演的
245,M:,...然後咧
246,F:,..然後..就跟你現在的這一身打扮很像啊...就頭髮長長..皮膚黑黑的
247,M:,..我哪有皮膚黑黑的啊@
248,F:,...@@你沒有嗎
249,M:,...拜託..那妳沒有看過皮膚黑黑的好不好..我們..那個隔壁實驗室那個衣索比亞人..超黑
250,F:,..衣索比亞人[@=]
251,M:,[@=]
252,F:,..你要跟衣索比亞人比[[幹嘛@=]]
253,M:,[[@]]他今天來..他就..[ei]
254,F:,[他]是衣索比亞人ei..他是黑人ei..[[你是]]黃種人ei
255,M:,[[然後重]]
256,M:,..就..就是他在說..他自我..他在自我介紹說..他是衣索比亞人的時候我們同學在底下問說..所以他會..他平常常常肚子餓嗎..[@=]
257,F:,[@=]..@@@
258,M:,..喔最靠..我覺得那個...新來的那個泰國人..真的...TSK
259,F:,..怎樣
260,M:,..不知道說什麼..就他..第一天來啊...然後...那個什麼..學姐就叫我..就是..學姐本來在跟他介紹實驗室
261,F:,..um
262,M:,...然後學姐講一講講一講...然後就..我就..我就到實驗室..然後她就說..喔喔喔...你..你英文比較好..你跟他講
263,F:,..um
264,M:,...我就跟他講
265,F:,...um
266,M:,...然後講完之後...然後下午 meeting
267,F:,...um
268,M:,...下午 meeting 的時候...他用[中文自我介紹]
269,F:,[中文 present]..@@@=
270,M:,..@@[[@]]
271,F:,[[@]]@@是你們自己不跟人家講中文的啊
272,M:,..然後就
273,F:,...說不定他是泰...泰台[混血]啊
274,M:,[@@]
275,M:,..TSK..不..不是啊...就...嘖..看我..講得那個樣子..他不能就是說...其實我聽得懂中文...TSK...[[這樣..這樣很貼心嘛]]
276,F:,[[ei..他怕就是..他怕你]]..就是...精心準備了這一套..就是要 introduce 你的實驗室的...然後怕打斷你會不好[意思]
277,M:,[我<X那天X>]..我<X真的X>想把他殺掉
278,F:,...他可能就是...不了解台灣的文化啊...所以就不好意思打斷你
279,M:,...TSK..真不知道說什麼..@@..@@....而且我到現在還是不會唸他的[[名字]]
280,F:,[[@@=]]
281,M:,..因為他寫..就他xi-他寫那個名字..喔..不會唸
282,F:,..喔
283,M:,..超奇怪的
284,F:,..喔
285,M:,..嗯..什麼<L2 a L2>什麼的..我不知道怎麼唸..XX
286,F:,...哦...泰國人
287,M:,..對啊
288,F:,...TSK...不錯耶...很有潛力
289,M:,...不知道耶
290,F:,...明天我還要去新竹什麼綠世界..到底要走多久..先看一下
291,M:,...@=好好一個週末
292,F:,...阿綠世界...九點半...到..十二點半...怎麼那麼久喔
293,M:,..聽起來好像很棒耶[@@@]
294,F:,[還有動物劇場]eh...@@..想想看裡面會有什麼動物呢...他會不會就是把電燈關掉..然後一下這裡亮..一下那裡亮..然後之後叫大家猜說是什麼動物[[之類的]]
295,M:,[[免錢我]]也不去..我寧願在家睡覺..@@
296,F:,..ho..我也想啊
297,M:,...不去會怎樣嗎
298,F:,...不行..一定要去
299,M:,...是喔
300,F:,..對啊..這是規定
301,M:,…@=真不知道怎麼同情妳@@
302,F:,..對啊..好好一個週末
303,M:,..還有活動準備時段
304,F:,...[對啊]
305,M:,[XXXX]...活動
306,F:,..因為我同..就是我們有同事要...就是要...男扮女裝..慧跟華
307,M:,...真的喔
308,F:,...對..然後還有男生..超大一隻的...很黑...長得很像台灣黑熊..然後他要表演什麼你知道嗎...瑪麗蓮夢露...超噁心的...他那天帶假髮..還有穿那個裙子...然後跳舞跳到一半..那個衛生紙會跑出來@@@
309,M:,..@@<X一定X>要那麼難賺就對了[[@@=]]
310,F:,[[@@@]]..@@=然後還有另外一個同事
311,M:,..@@
312,F:,..就是..他們那一組要表演舞孃..然後他要男棒..男扮女裝..然後表演舞孃..然後還要穿那個...就是內搭褲
313,M:,..國中還不就是
314,F:,...@..要穿內搭褲..一個好好的[男生]
315,M:,[高中]還是不被我們班害
316,F:,..還要穿內搭褲耶..你不覺得很噁心嗎...下面還有蕾絲..@..然後上面要上空..然後跳舞孃耶...舞孃耶
317,M:,...他會不會明天就離職了
318,F:,...@@...一整個就..哇..好可憐喔
319,M:,...大概讀物治的都是 gay 吧..應該可以接受
320,F:,...不是
321,M:,…<X我不知道我約X>上次你來的那..那三個
322,F:,..eh..就是...那一個..比較矮的那個..他要..就是..跳舞孃
323,M:,..他不是 gay 啊
324,F:,..他不是啦
325,M:,..喔..可是他超像 gay 的...看那死 gay 砲
326,F:,...他又沒有很帥
327,M:,...嗯
328,F:,..我說他長得又不帥
329,M:,...TSK..他就是那種..TSK..[[不帥的那種 gay 啊]]
330,F:,[[他只是婆婆媽媽]]而已啊
331,M:,...而且他zhi-..我覺得他很煩
332,F:,..他真的很煩啊..他現在每天在..就是..辦公室都會被所有的人嗆...他只要講一句話..然後就有兩三個人回嗆他...你就知道他的那一個...人緣就是
333,M:,..是是
334,F:,...對..然後他也是..就是那個..就是..莫名其妙被阿姨討厭的...治療師[@@@]
335,M:,[@=]
336,F:,..然後我們今天就說...就是今天那個阿姨XXX..然後我們所有人都讓開..然後讓他去< X拆X>[[@@=]]
337,M:,[[@@@]]..你們超壞耶
338,F:,..沒有..可是重點是呢..他後來就跟阿姨..就是...和好了...馬上跟阿姨推自費..然後阿姨馬上就答應..然後我們就說其實是阿姨喜歡他
339,M:,..[對啊]
340,F:,[然後]故意說他很壞..然後讓我們就是..想要想辦法讓..就是..他跟阿姨和好這樣
341,M:,...你們中了阿姨的計
342,F:,..對啊...害我們就是..這麼擔心
343,M:,...搞不..搞不好哪天他就跟阿姨在一起了...在一起囉
344,F:,...怎麼可能呢..阿姨已經六十了[[@@=]]
345,M:,[[@@=]]..TSK..是真愛啊
346,F:,..對啊..我知道啦...沒有啦..我那個同事每次都說..就是...他要去找越南新娘
347,M:,...他真的很奇怪..他<X上次X>..TSK..[不知道..上次]..他上次<X講完X>
348,F:,[他是XX]
349,M:,..就超奇怪的
350,F:,...他只是..雞婆了點而已啊...嗯..可是他人其實還不錯啦
351,M:,...是是[[是]]
352,F:,[[只是]]...就是...太多話了...有點吵
353,M:,...只有...一點點太多話@@=
354,F:,..就是..TSK..你知道就好了…甯你XX明天要幹嘛
355,F:,..明天要幹嘛
356,M:,...家教啊
357,F:,...喔
358,M:,...家教..實驗室..家教
359,F:,...喔
360,M:,...然後回家睡覺
361,F:,..喔...至少你可以回家睡覺
362,M:,...eh你去
363,F:,...綠[世界]
364,M:,[看一下看一下]
365,F:,..動物劇場...北埔老街..晚上還要跳舞
366,M:,..度假飯店耶...聽起來就很高級
367,F:,..但你覺得大家會喝到幾點...到底能睡幾個鐘頭呢你看看
368,M:,..喝了你又不會起來..你就可以一覺睡到十點啊..退房...你可以一覺睡到十點退房...多好
369,F:,..不可能
370,M:,...啊他不是不會灌女生酒
371,F:,...很難說啊...只是平常常常不會灌女生酒...TSK..這種場合感覺會被..一定會被灌
372,M:,..<X你們這邊是X>
373,F:,不過還好就是..這種是喝紅酒
374,M:,...喔..[那就]
375,F:,[熱炒]是[[啤酒]]
376,M:,[[被灌]]就沒有差了吧
377,F:,...對啊
378,M:,...紅酒是能灌多少
379,F:,...我也不知道耶
380,M:,...紅酒喝兩罐都...那個醫生怎麼那麼無聊啊
381,F:,...不知道耶...TSK
382,M:,...@=...唉...我也好幾天沒睡覺了
383,F:,...你喔
384,M:,..對啊
385,F:,...你在幹嘛啊
386,M:,...昨天跟前天都在忙事情..都在忙..跑程式啊什麼的
387,F:,...你真的是..怪咖耶
388,M:,...就..就沒時間睡覺咩
389,F:,...那用..跑程式的時候不會有..就是...空檔..可以..就是..休息一下嗎
390,M:,..就要..唸..唸書啊
391,F:,..唸書...媽啊
392,M:,...差不多啦..[每個人都差不多]
393,F:,[XXX你真的]
394,M:,...每個人都差不多...唸博..唸碩班都差不多啊
395,F:,...真的喔
396,M:,...對啊…然後我現在每天都在跟我們班同學說..簽下去了...[[因為我們老]]..我們老師叫他念博班
397,F:,[[簽什麼]]
398,F:,...喔
399,M:,...然後..簽下去囉
400,F:,...喔
401,M:,..老闆愛將@=
402,F:,..喔
403,M:,...我本來想..XXX..今天..今天..跟他談..嗯..新的 project
404,F:,...喔
405,M:,..他說...我覺得你應該可以做得到
406,F:,..XX..[@=]
407,M:,[@=]..就是叫他唸博班的意[[思@@@=]]
408,F:,[[喔]]..[喔]
409,M:,[因為]我們老闆現在缺post ..post doc
410,F:,..[[喔]]
411,M:,[[啊]]..那個..缺的那個人唸博班了
412,F:,..就是跟我同學的那個一樣啊
413,M:,..對啊..是要念哪
414,F:,...所以他就跟..我同學說..就是那個..直接升博班..四年完成
415,M:,..XX
416,F:,..碩博士..然後我同學想了很久..說不行
417,M:,..給我錢也不要唸
418,F:,...這樣下去就是..會很慘
419,M:,...物治唸博班是要念什麼
420,F:,...他是唸輔具研究所
421,M:,..ha
422,F:,..他是唸輔具研究所
423,M:,..就是[做那個]
424,F:,[還有 OT]
425,M:,...做那個喔
426,F:,..沒有啊..當然現在..現在還有誰在做那個啊..當然就是..電腦情境結合啊
427,M:,...喔
428,F:,..對啊
429,M:,...啊那個讀博班幹嘛
430,F:,.....其實我也不知道耶..不過那個同學就是...他就是..還..還會..就還蠻會自己找兼差的...對啊..你看..一個研究生...然後他媽又沒有給他錢..我都一直以為他媽有給他錢...但其實都沒有..但他可以...就是..三天吃掉七千塊..就他都會去找一些兼職啊..可能那種高級診所啊..需要作什麼輔具啊...然後就按件計酬..一個可能就一萬塊這樣
431,M:,..喔..那個不是本來就滿貴的
432,F:,..對啊...就是..不是..賣給病人喔...就是他作一個..然後那個診所就給他一萬塊
433,M:,...不賣給病人喔
434,F:,...沒有..是診所賣給病人
435,M:,...[喔]
436,F:,[診所跟]病人交易..只是..他負責去做..這樣
437,M:,...那種都滿貴的啊
438,F:,..嗯
439,M:,..同學做個膝蓋那個不是就...兩三萬
440,F:,...我不知道
441,M:,..就一個膝蓋的那個...裝這裡的...然後那個shi-..什[[麼]]
442,F:,[[喔]]
443,M:,..前十字韌帶斷掉
444,F:,..就骨..嗯...就是一個很長很長的那[個]
445,M:,[對]對對對對...那種就兩三萬吧
446,F:,..真的喔
447,M:,..對啊..而且..我們班有一個人..斷掉以後..他就買一個
448,F:,...嗯
449,M:,..XX他好了結果我們班另外一個人斷..他就把他送他[[@@@=]]
450,F:,[[送他@@@=]]..哇第二個人就是..還不錯..可是為什麼會斷掉
451,M:,...就打羽毛球啊..而且兩個都是打羽毛球
452,F:,..是喔
453,M:,..對啊...超..超恐怖的
454,F:,..喔
455,M:,...而且[我們]
456,F:,[哇塞]
457,M:,..看..大學四年...我們班就兩個
458,F:,...哇
459,M:,..還有學長一個..學弟一個
460,F:,...哇
461,M:,...超誇張的
462,F:,...哇..真的很誇張
463,M:,...打羽毛球不知道在..在打什麼...TSK...那個..XX什麼救球這樣..救下去
464,F:,..第二個比較好啊
465,M:,...@@好在哪..[[@]]
466,F:,[[就]]是...有
