Turn,Speaker,Utterance
1,F1:,..今天去幫…幫妳領那個…今天帶皮皮下去啊
2,F2:,..um
3,F1:,..結果上來啊..[然後]…然後就順便幫妳領掛號啊
4,F2:,[um] ..um
5,F1:,..然後又手上又拿了兩…就是…就是信..就是我們信箱裡面有兩張東西啊
6,F2:,..um
7,F1:,…然後我我不是都在我..我都會在電梯裡面幫皮皮綁..因為..剛好
8,F2:,..我現在都不敢放牠跑耶..如果我帶牠下去…[[我都是拉著]]牠耶
9,F1:,[[會我會讓牠跑]]..要不然牠怎麼大便
10,F2:,…我就拉著牠..到草叢那邊大啊
11,F1:,..我都會讓牠跑…結果尿完..我就會像..讓牠在斜坡那邊…牠一定都會在斜坡[那邊]尿啊..尿完然後就..把牠放開了…然後…就是..坐電梯的時候就好像有一個從地下室坐上來的吧…那有母子好像三樓
12,F2:,[um]
13,F1:,..[[就是三樓的]]…就是…從也是..他們也是…他們是在一樓坐…我們是一起坐電梯的
14,F2:,[[um]] ..um
15,F1:,...然後進去原來他們三個都是..連那個有一個女的[<X 一 X>]
16,F2:,[一起的]
17,F1:,..對他們都三樓的…然後我就按八樓啊..那我就想說..啊..他們三樓..要我要趕快[[把皮皮綁起來要不然牠等一下]]..對呀…結果蹲下來綁..喔現在腳真的很差
18,F2:,[[皮皮綁起來要不然等一下跑出去]]…很酸是不是
19,F1:,..不是..蹲下來竟然坐在地上…[@@很糗@@@]…坐在地上然後竟然爬不起來..因為我手上還拿著妳的包包啊
20,F2:,[@@@=]..@@[[坐在地]]
21,F1:,[[哇]]..好糗喔..[在電梯裡面出糗]
22,F2:,[那怎麼辦]
23,F1:,..[[然後三樓那]]個我又認識eh妳知道嗎..他們就<L3 diam diam a L3>看我在那…坐在地上…喔
24,F2:,[[@@]]
25,F1:,..[超]..糟糕的
26,F2:,[@@]..@@好好笑喔
27,F1:,..還好好笑我覺得好[[糗喔]]
28,F2:,[[hon]]…妳知道我今天跟 L 我也是覺得很誇張
29,F1:,..um
30,F2:,..因為今天只有我們兩個
31,F1:,..um
32,F2:,..我們兩個上全班…然後早上我..因為我昨天就跟她講好說我今天會幫妳買…一碗[玉米]濃湯
33,F1:,[um] ..um
34,F2:,..因為我發現..就是…空中大學那邊…[新]開了一間早餐店
35,F1:,[um]
36,F2:,..他玉米濃湯很好[[喝]]
37,F1:,[[玉米濃]]..<L3 li ((你)) L3>..啊那妳..沒有在那邊下車啊..妳怎麼
