Turn,Speaker,Utterance
1,M1:,..所以冰島好玩嗎
2,M2:,...可是其實你看過了那本對不對
3,M1:,..我不太記得了
4,M2:,..你少裝
5,M1:,..真的
6,M2:,…我會想要再回去啊
7,M1:,..真的喔..為什麼
8,M2:,…因為還滿漂亮的
9,M1:,..嗯嗯
10,M2:,..而且我覺得它非常的適合海艇
11,M1:,…嗯
12,M2:,..你每天都可以看
13,M1:,…嗯
14,M2:,..然後那個是..我覺得..去過最好看的地方
15,M1:,…真的喔
16,M2:,…然後就爬爬爬爬爬爬爬..爬到…某一個至高點的時候..我就覺得好漂亮..然後那時候旁邊有兩個...瑞典人吧
17,M1:,..嗯
18,M2:,…是..反正我忘記他們哪裡人了
19,M1:,..[嗯]
20,M2:,[然後]呢..他們我就說喔..就是很..很peaceful 這樣子
21,M1:,..[[嗯]]
22,M2:,[[然後]]他就說…問我來哪國..我是從哪裡來..我就說我從台灣來的
23,M1:,..嗯
24,M2:,..他問我..台灣沒有這麼高的山嗎
25,M1:,..嗯
26,M2:,..然後那時候他們最高的山其實沒有到三千
27,M1:,..嗯
28,M2:,..他們最高的山..只有兩千出頭而已
29,M1:,..嗯
30,M2:,..我說台灣的山有到三千多
31,M1:,..嗯
32,M2:,..如果我是X
33,M1:,..嗯
34,M2:,..我就在想說外國人…根本..不太了解台灣
35,M1:,..不會啊..我們也不了解外國
36,M2:,…對..可是他們總覺得好像台灣是很平的
37,M1:,…我是覺得還好耶..因為..就是..如果..真的有稍微在爬山的話..有很多老外專程來台灣爬山啊…最多..最多..比如說日本人啊…或者有時候會有一些老外啊..爬什麼玉山之類的…這我是覺得還好啊..因為..國家太多了..一個住瑞典的…他的那個生活圈子..實在是有時候跟台灣實在是沒什麼關..就像你現在說瓜地馬拉山有沒有台灣高..你也不知道啊…就是這樣啊
38,M2:,…我想到..那個耶
39,M1:,..哪個
40,M2:,…去合歡山的時候有一個香港人來爬山
41,M1:,...嗯
42,M2:,..那然後我就想到香港..然後我就想到小橋..然後我就想到他禮拜五的樣子..然後就覺得很生氣
43,M1:,…這個…那禮拜五是怎樣
44,M2:,…我不是跟你講過我站起來道歉嗎
45,M1:,…嗯嗯
46,M2:,..他不願意..抬頭看我一眼
47,M1:,..嗯
48,M2:,…<X 而且是他寫白板了X>
49,M1:,…嗯
50,M2:,…嗯
51,M1:,..那可見他也很生氣啊
52,M2:,…我覺得他生氣個屁啊
53,M1:,…不知道
54,M2:,..又沒有人得罪他…而且其實我後來想一想..好我工作態度不好..但是…其實我沒有…我沒有影響到他們的工作..工作耶…就是..你懂我的意思嗎..我沒有拖累他們
55,M1:,…你有加重他們的負擔嗎
56,M2:,..沒有啊…no
57,M1:,…可是..嗯…就算沒有..可能有時候..還是有點會…看不順眼
58,M2:,..對..可是我覺得他們看不順眼的那個..那個情形..反應有點過度耶..就是…一般人看不順眼不會那麼強烈
59,M1:,…這有時候是很多原因聚集在一起的..並不是因為..只有一個...[看不順眼..就可能]說
60,M2:,[對…可是他們]
61,M1:,…喔..你們協會要結束了讓他們心情不好..他們會..[[更不順眼..<X 只有你一個 X>]]
62,M2:,[對...對]]
63,M2:,..然後可是問題是我覺得很不公平啊
64,M1:,…對啊
65,M2:,..就我覺得他們太不理性了耶
66,M1:,…可是…人..常常都是不理性的啊
67,M2:,…沒有..只是讓我覺得很失望..因為其實十月份的時候大家還嘻嘻哈哈的…好像翻臉就翻書…然後..我想說明天還要去上班..就覺得好煩…然後..我後來..又想說…其實我只有禮拜六下午..還有禮拜天早...一整天可以休息..然後我今天就很不想看書..因為我覺得…好不容易可以休息了..然後還要來做學校的作業..就覺得好煩
68,M1:,..嗯
69,M2:,…我覺得那個憂鬱的力量真的很大耶
70,M1:,..嗯
71,M2:,..可是你..你會被影響會不會
72,M1:,…有時候會
73,M2:,..那是什麼樣的影響
74,M1:,…就..最常有的就是說…本來打電話過去…心情...沒有不好可是講完電話之後..就變得心情不好
75,M2:,..那不好的原因是什麼
76,M1:,..就是因為可能…um..語氣啊..或者是..講話的內容什麼...都會有影響
77,M2:,…是傷害到你嗎..還是純粹只是被我感染到
78,M1:,…都有..有時候是..被傷害..有的時候是…有的時候是…你講了一些…um..你很不快樂的事情..然後我聽了…就很難也快樂起來啊
79,M2:,…嗯嗯
80,M1:,…啊我昨天..有碰到那個...阿露啊…你知道嗎…就那個台大登山社那個女生吶..唸心理系的…你知道嗎..就是..你說的那個短頭髮..在籃球店常碰到的那個短頭髮
81,M2:,..很..笑得很開朗的那個嗎
82,M1:,..嗯[嗯]
83,M2:,[然後][[咧]]
84,M1:,[[對]]
85,M1:,..她是唸心理系的啊
86,M2:,..然後咧
87,M1:,..然後…她自己就說…她不信心理系那一套..她說..她不信心理學那一套..然後她說她就因為不能接受心理學..她唸了五年
88,M2:,…那w-她有沒有說她為什麼不能接受那一套
89,M1:,…她沒有很仔細的講..嗯..好像她有講嘛可是我..我那時候我聽我也沒有記起來..她到底講了什麼..然後我只記得...她好像是說嗯…反正那時候她好像講到什麼自殺的話題吧..然後就說什麼..鼓勵人家自殺..真的很那個..什麼之類的吧
90,M2:,…那這跟我剛講的那個部分..有連結的
91,M1:,...沒有什麼連結啊..只是突然想到他們都心..你們都心理系的啊
92,M2:,..可是我還滿信那一套的
93,M1:,…就..有些人是不信的..而且她是唸心..也是唸心理的
94,M2:,…可我覺得台大心理跟我..唸心輔..其實原來好像不太一樣
95,M1:,…大學部的東西..我覺得..不知[道]
96,M2:,[X]我覺得還是差滿多的耶..台大的很…很…很
97,M1:,..沒有我覺得um..可能..他們..你們是基於..同樣的一個...基礎理論..然後走..各自的路
98,M2:,…對啦
99,M1:,…對..但是…我覺得她不能接受是她從基礎的理論..她就不能接受了
100,M2:,…那她當初為什麼會想要唸心理系
101,M1:,..我不知道耶
102,M2:,..如果她對人性還是有興趣的話..她可以自己創造一個..她屬於她自己的理論
103,M1:,…嗯…可以創造..只是有時候不是很簡單吧
104,M2:,…我們..學期末就有一個報告要寫那個..我的治療理論
105,M1:,...嗯
106,M2:,..就是..你要有一套自己…認為…可以去治療
107,M1:,…可能吧...但不太可能就是說..你..不喜歡這個專門這樣..你就自己創一個專門這樣子
108,M2:,…是在政大遇到的
109,M1:,…嗯對啊
110,M2:,…你是跟誰去啊
111,M1:,…我是跟霖她們去的啊
112,M2:,..[然後遇到]
113,M1:,[其實她在]政大上課..然後…中午的時候來岩場看一下
114,M2:,…是那個..每次都笑得很開心..短頭髮
115,M1:,..嗯
116,M2:,..每次遇到會笑嘻嘻的…就小小隻的
