Turn,Speaker,Utterance
1,F:,..我不知道年終..年終跟加給可能會多啊..但是我不知道就是
2,M:,..可[是]
3,F:,[可是]就還是很少啊
4,M:,…是沒錯啦..但是如果你高考..你高普考過得話比起來[[就XXX]]
5,F:,[[沒有沒有]]..我高普考過得話大概也才四萬多而已吧
6,M:,..起薪四萬嗎
7,F:,..那是高普考啊
8,M:,…喔我是說…啊如果是國考呢..你們的[那個編]制
9,F:,[國考]的那個什麼...律師..s-..嗯..司法..[[檢查官七萬]]
10,M:,[[律師的薪水]]啊
11,F:,..檢查官七萬…法官好像十萬吧
12,M:,..其實法官更多吧..什麼當上警長什麼之類的
13,F:,..我不知道可能跟年資有關..我們學校有個老師他有一次說..他有次過年..好像什麼年終不知道怎麼樣啊..好像兩個月就拿了四十幾萬
14,M:,…可是…當法官不是還是要去..還是要去..還是要年資什麼..其實也不好當啊
15,F:,..我不知道耶…好像還好
16,M:,..你當..可以當書記官[啊]
17,F:,[對啊]…不要書記官就是被人家使喚..而且工..工作聽說[[不輕鬆]]
18,M:,[[有錢就好]]…[[[不輕鬆]]]
19,F:,[[[工作不]]]輕鬆真的真的
20,M:,..那就找個有錢人嫁了..叫他趕快工作啊…當奴婢
21,F:,..嘖…這也不是[
22,M:,[沒有啊]…那..那他之後要去工作[[了嗎]]
23,F:,[[關我]]屁事啊
24,M:,..什麼關你..他知道啦
25,F:,..我不知道啊..這不是我的事..我不知道啊..我什麼真的不[知道]
26,M:,..[你不知道]他的人生規劃
27,F:,..我不知道啊
28,M:,..那或許也是你的人生規劃
29,F:,..不是我的人生規劃啊
30,M:,..但是你完全都沒有考慮要結婚
31,F:,..不會啊
32,M:,…完全不考慮
33,F:,…完全不考慮
34,M:,…所以這只是暫時的
35,F:,..因為他不是一個適合結婚的人
36,M:,..就只是在一起..就是當你..你男朋友
37,F:,..啊不然咧..當鬼嗎
38,M:,..[就是]…或者..好啦這樣說好了..就是他目前的表現讓你還不能滿意就答應想跟他結婚
39,F:,[沒有]..[[就是我]]
40,M:,[[但是他就是]]
41,F:,..沒有沒有..我會想結婚..但是我覺得他不想結婚
42,M:,..嗯對…就是說他目前嘛
43,F:,..而且你看..而且照他那種懶惰的程度..這…跟這種人結婚不會覺得很困擾嗎..不行..這樣他也..這樣他就會被發現就糟糕了…@@@=所以我們不要再談這件事情了
44,M:,…沒關係啦[就]
45,F:,[ha]…結婚喔…對啊
46,M:,…OK啦…啊不然…像是…那你現在研究所出來如果不去考[[那個呢]]
47,F:,[[可是我真的]]
48,M:,..那那就只能這樣一直悠閒
49,F:,..沒有..去公司上班..也就是可以[去上班]
50,M:,[例如當]法律顧問
51,F:,..可是如果去..研究中心的話..你一定要還是要去唸博士啊…如果你要教書的話你一定要再去唸學位啊…或是你之後去持有實務經驗..再去出國唸再回來[[當老師啊]]
52,M:,[[如果沒有]]什麼律師執照的話可以去公司當顧問嗎..法律顧問..也可以..而且你要有律師身份
53,F:,…你可以去公司當法務人員..但是…法律…就是那種法律顧問
54,M:,..喔
55,F:,..那他自己部門的人可能就沒有律師執照
56,M:,..那像你這樣子如果被公司找..可以去律師事務所工作嗎
57,F:,…可以啊…當助理…就[法助]
